contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
582,"Yes, I see the train but I think we can beat it.",1029,805,2747,Top 5 Unfunny,False,True,48,Human
582,This would be a lot easier if you dropped the restraining order.,570,666,1900,Top 5 Unfunny,False,True,64,Human
582,"You can knock off the heavy breathing back there, Gwendolyn. I know you're not pedaling.",629,649,2205,Top 5 Unfunny,False,True,88,Human
582,Got any ideas for the upcoming traffic circle?,417,635,1806,Top 5 Unfunny,True,True,46,Human
582,Your profile said you enjoy long bike rides.,451,603,1688,Top 5 Unfunny,False,True,44,Human
583,It says very clearly that there are penalties for early withdrawal.,1178,1181,3967,Top 5 Unfunny,False,True,67,Human
583,So much for the suggestion box being anonymous,1523,1158,4442,Top 5 Unfunny,False,False,46,Human
583,Let's see him check his phone during a meeting now.,1212,992,3750,Top 5 Funny,False,True,51,Human
583,"Don't worry, Ken's in stocks. You'll be working in bonds.",1205,933,3567,Top 5 Funny,False,True,57,Human
583,It says very clearly that there are penalties for early withdrawal.,1178,1181,3967,Top 5 Funny,False,True,67,Human
583,It was a very hostile takeover.,1322,1181,4111,Top 5 Funny,False,True,31,Human
583,So much for the suggestion box being anonymous,1523,1158,4442,Top 5 Funny,False,False,46,Human
583,"Yep, he's the one who hit ""reply all"".",825,1258,3285,Top 5 Unfunny,False,True,38,Human
583,It was a very hostile takeover.,1322,1181,4111,Top 5 Unfunny,False,True,31,Human
583,Ted's in stocks. You'll be working primarily with bonds.,900,1262,3554,Top 5 Unfunny,False,True,56,Human
584,The sperm bank class action lawsuit clients are here.,2510,1538,5984,Top 5 Funny,False,True,53,Human
584,"Sir, the President's Council on Women's Health has arrived.",2324,1392,5307,Top 5 Funny,False,True,59,Human
584,"On second thought, bring the name tags.",2223,1115,5844,Top 5 Funny,False,True,39,Human
584,"That's correct, sir. The door to accounting was left open and now they're loose.",1707,1364,4844,Top 5 Funny,False,True,80,Human
584,The sperm bank class action lawsuit clients are here.,2510,1538,5984,Top 5 Unfunny,False,True,53,Human
584,Describe him.,1311,1512,4589,Top 5 Unfunny,False,True,13,Human
584,Tell Jim to stop messing with the 3D printer.,1604,1493,5194,Top 5 Unfunny,False,True,45,Human
584,"Hold on, the Senate Committee on Women's Health is getting out.",2554,1448,5762,Top 5 Funny,False,True,63,Human
584,"Hold on, the Senate Committee on Women's Health is getting out.",2554,1448,5762,Top 5 Unfunny,False,True,63,Human
584,The diversity training seminar looks like it's wrapping up.,1490,1469,4790,Top 5 Unfunny,False,True,59,Human
585,"OK, your crumb tray is cleaned and the coffee is brewing. You have one left.",966,1154,3714,Top 5 Funny,False,True,76,Human
585,"Rub all you like, kid. All you're gonna get is toast.",722,1410,3514,Top 5 Unfunny,False,True,53,Human
585,"you have three wishes, as long as they're light, medium and dark..",981,1337,3950,Top 5 Unfunny,False,True,66,Human
585,"Make a different wish, your bagel is really stuck.",515,1178,2652,Top 5 Unfunny,False,True,50,Human
585,"OK, your crumb tray is cleaned and the coffee is brewing. You have one left.",966,1154,3714,Top 5 Unfunny,False,True,76,Human
585,It was the only way I could get into the country.,883,1134,3061,Top 5 Unfunny,False,True,49,Human
585,"Rub all you like, kid. All you're gonna get is toast.",722,1410,3514,Top 5 Funny,False,True,53,Human
585,"I went ahead and fixed the bagel setting, too. So with parts and labor, that actually comes out to two wishes.",856,947,3231,Top 5 Funny,False,True,110,Human
585,It was the only way I could get into the country.,883,1134,3061,Top 5 Funny,False,True,49,Human
585,"you have three wishes, as long as they're light, medium and dark..",981,1337,3950,Top 5 Funny,False,True,66,Human
586,Of course it looks alien to you. You've never used one.,2575,1783,6685,Top 5 Unfunny,False,True,55,Human
586,And they say life can't exist in a vacuum.,1901,1595,5584,Top 5 Unfunny,False,True,42,Human
586,Well this is going to suck.,1024,1586,4158,Top 5 Unfunny,False,True,27,Human
586,Eureka !,1614,1756,4971,Top 5 Funny,False,True,8,Human
586,"Left on Pennsylvania Avenue, big white house on the right. Can't miss it. Please hurry.",1771,1474,4788,Top 5 Funny,False,True,87,Human
586,And they say life can't exist in a vacuum.,1901,1595,5584,Top 5 Funny,False,True,42,Human
586,I have a feeling they are going to treat us like dirt.,2164,1500,6112,Top 5 Funny,False,True,54,Human
586,Eureka !,1614,1756,4971,Top 5 Unfunny,False,True,8,Human
586,We can only hope that they're coming for our leader.,1596,1688,5097,Top 5 Unfunny,False,True,52,Human
586,Of course it looks alien to you. You've never used one.,2575,1783,6685,Top 5 Funny,False,True,55,Human
587,Imagine the impact it will have.,1055,1850,3727,Top 5 Funny,False,True,32,Human
587,"I didn't get it at first either, then it hits you.",665,980,2366,Top 5 Funny,False,True,50,Human
587,I'd brake for her.,590,929,2252,Top 5 Funny,False,True,18,Human
587,I see myself in so much of his work.,562,563,1933,Top 5 Funny,False,True,36,Human
587,"This one is good, but I literally couldn't stop looking at the headlights exhibit.",536,686,1816,Top 5 Funny,False,True,82,Human
587,Imagine the impact it will have.,1055,1850,3727,Top 5 Unfunny,False,True,32,Human
587,"I didn't get it at first either, then it hits you.",665,980,2366,Top 5 Unfunny,False,True,50,Human
587,"The art is subtle, but then it hits you.",334,934,1697,Top 5 Unfunny,False,True,40,Human
587,I'd brake for her.,590,929,2252,Top 5 Unfunny,False,True,18,Human
587,"Whoever DOT is, I really like her work.",533,862,2126,Top 5 Unfunny,False,True,39,Human
588,"He's single, enjoys climbing and lives right next door.",294,743,1636,Top 5 Unfunny,False,True,55,Human
588,"My new neighbor? Someone pretty high up in the church, I think",334,754,1695,Top 5 Unfunny,True,False,62,Human
588,Like I would date a guy from Notre Dame.,295,774,1514,Top 5 Unfunny,False,True,40,Human
588,I don't have the heart to tell him I'm dating the Hunchback of Temple Beth Shalom.,539,795,1904,Top 5 Unfunny,False,True,82,Human
588,"Well, you know, it beats living next to Trump Tower.",460,667,1675,Top 5 Funny,False,True,52,Human
588,"Is he religious? Mom, he’s practically a fixture at the church next door.",479,639,1828,Top 5 Funny,True,True,73,Human
588,I don't have the heart to tell him I'm dating the Hunchback of Temple Beth Shalom.,539,795,1904,Top 5 Funny,False,True,82,Human
588,"Siri, how far can a hunchback jump?",539,668,1799,Top 5 Funny,True,True,35,Human
588,Did I tell you I found someone to watch the place while we're away?,463,640,1820,Top 5 Funny,True,True,67,Human
588,"Gotta go, Mom. The guy's here with the cathedral.",280,706,1407,Top 5 Unfunny,False,True,49,Human
589,It's a lot to digest.,959,1570,3961,Top 5 Funny,False,True,21,Human
589,"Please listen carefully, as some of our menu options have changed.",888,1243,3344,Top 5 Funny,False,True,66,Human
589,All we have left is the meatloaf.,804,1304,3096,Top 5 Funny,False,True,33,Human
589,Wait 'til you see the check.,787,1025,2747,Top 5 Funny,False,True,28,Human
589,Do you need a minute?,733,992,2916,Top 5 Funny,True,True,21,Human
589,It's a lot to digest.,959,1570,3961,Top 5 Unfunny,False,True,21,Human
589,All we have left is the meatloaf.,804,1304,3096,Top 5 Unfunny,False,True,33,Human
589,"Please listen carefully, as some of our menu options have changed.",888,1243,3344,Top 5 Unfunny,False,True,66,Human
589,"Your first time in Texas, sir?",671,1212,2997,Top 5 Unfunny,True,True,30,Human
589,I’m sorry. That’s not on the menu.,520,1111,2499,Top 5 Unfunny,False,True,34,Human
590,They'll never believe this in a million years!,954,1925,4230,Top 5 Unfunny,False,True,46,Human
590,I get he's an artist. It's the 'in residence' part I'm not comfortable with.,1398,1963,5446,Top 5 Unfunny,False,True,76,Human
590,"No one will believe this, not in a million years.",1549,2058,5571,Top 5 Unfunny,False,True,49,Human
590,"Sure he can draw, but can he do captions?",1028,1977,4749,Top 5 Unfunny,True,True,41,Human
590,It's a New Yorker cartoon. Just laugh and act like you get it.,1489,2209,5203,Top 5 Unfunny,False,True,62,Human
590,I get he's an artist. It's the 'in residence' part I'm not comfortable with.,1398,1963,5446,Top 5 Funny,False,True,76,Human
590,"Sure, drawing it is the easy part, it's the caption that's tough.",1421,1697,4884,Top 5 Funny,False,True,65,Human
590,"He did my summer cave in Lascaux, too.",1485,1651,4909,Top 5 Funny,False,True,38,Human
590,It's a New Yorker cartoon. Just laugh and act like you get it.,1489,2209,5203,Top 5 Funny,False,True,62,Human
590,"No one will believe this, not in a million years.",1549,2058,5571,Top 5 Funny,False,True,49,Human
591,Some of my patients find the loofah less threatening.,2,0,562,Top 5 Funny,False,True,53,Human
591,"My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...",1,0,273,Top 5 Funny,False,True,84,Human
591,I hope you don't mind. My couch is brand new.,1,1,563,Top 5 Funny,False,True,45,Human
591,It'll keep you Jung.,0,0,645,Top 5 Funny,False,True,20,Human
591,"Now, here is where the treatment becomes a bit... controversial.",0,5020,5020,Top 5 Unfunny,False,True,64,Human
591,The last person I treated stayed clean for 4 years.,0,5011,5011,Top 5 Unfunny,False,True,51,Human
591,I’m a marine psychologist.,0,4950,4950,Top 5 Unfunny,False,True,26,Human
591,"I prefer to call it hydrotherapy, not ""soaking my patients"".",0,4939,4939,Top 5 Unfunny,False,True,60,Human
591,Of course it's cold - you're my 4th patient today!,0,4915,4915,Top 5 Unfunny,False,True,50,Human
591,Immersion therapy washes away the guilt ... and exfoliates as it cleans.,0,1,629,Top 5 Funny,False,True,72,Human
592,I'm only in it for the bread.,1,0,201,Top 5 Funny,False,True,29,Human
592,The answer to number seven? I can’t even turn this thing on.,2,0,273,Top 5 Funny,True,True,60,Human
592,"Back to work birds, and enough with the wisequacks!",2,0,280,Top 5 Funny,False,True,51,Human
592,"Him? He's a pwoblem duck, stwessed out and weady to quack.",2,0,289,Top 5 Funny,True,True,58,Human
592,Do you ever want to wring your own neck?,1,0,92,Top 5 Funny,True,True,40,Human
592,"We're not getting Shakespeare, but about every three minutes we get a presidential tweet.",0,6467,6467,Top 5 Unfunny,False,True,89,Human
592,"Ever so subtly, Ed began to push his right wing agenda.",0,6377,6377,Top 5 Unfunny,False,True,55,Human
592,I'm pretty sure I said 'hackers'.,0,6366,6366,Top 5 Unfunny,False,True,33,Human
592,I am concerned that this project could go south really fast.,0,6359,6359,Top 5 Unfunny,False,True,60,Human
592,They want to know if they can work remotely during the winter,0,6313,6313,Top 5 Unfunny,False,False,61,Human
593,It's not so much what she said as how she said it.,1077,873,3135,Top 5 Funny,False,True,50,Human
593,"...oh, and there's a note from your mother.",1031,993,3025,Top 5 Funny,False,True,43,Human
593,"What I had actually said was ""Take a stab at it and get back to me""",906,1040,3000,Top 5 Unfunny,False,False,67,Human
593,I'd like to switch to paperless statements.,781,1056,2711,Top 5 Unfunny,False,True,43,Human
593,"Actually, I would like to shoot the messenger.",1025,1080,3220,Top 5 Unfunny,False,True,46,Human
593,"I'm sorry, but Emma and I won't be able to make it to your murder mystery party. Clever invitation, by the way.",712,1049,2758,Top 5 Unfunny,False,True,111,Human
593,‘Sharply worded’ would describe it.,957,942,3117,Top 5 Funny,False,True,35,Human
593,I'm pretty sure it's a final notice,980,877,3027,Top 5 Funny,False,False,35,Human
593,"Actually, I would like to shoot the messenger.",1025,1080,3220,Top 5 Funny,False,True,46,Human
593,She knows.,784,1171,2855,Top 5 Unfunny,False,True,10,Human
594,They've been in love since 1992. I know. Their initials are carved in my ass.,641,1038,2530,Top 5 Funny,False,True,77,Human
594,I remember them from last year. They must be perennials.,844,1159,3013,Top 5 Funny,False,True,56,Human
594,"Look, Kevin, we're in a Cialis commercial!",490,917,2016,Top 5 Unfunny,False,True,42,Human
594,"Honestly? He's like, ten rings too old for her.",602,980,2532,Top 5 Unfunny,True,True,47,Human
594,They've been in love since 1992. I know. Their initials are carved in my ass.,641,1038,2530,Top 5 Unfunny,False,True,77,Human
594,I remember them from last year. They must be perennials.,844,1159,3013,Top 5 Unfunny,False,True,56,Human
594,Could I interest you in a treesome?,768,1292,2754,Top 5 Unfunny,True,True,35,Human
594,"Relax, they're just DRESSED like lumberjacks.",585,916,2378,Top 5 Funny,False,True,45,Human
594,"Honestly? He's like, ten rings too old for her.",602,980,2532,Top 5 Funny,True,True,47,Human
594,Could I interest you in a treesome?,768,1292,2754,Top 5 Funny,True,True,35,Human
595,"If I wanted a boss with no pants, I'd have stayed in Hollywood.",498,1011,2156,Top 5 Unfunny,False,True,63,Human
595,So he calls me into his office and when I get there he's wearing nothing but a scarf and a top hat,568,1051,2312,Top 5 Unfunny,False,False,98,Human
595,"If he asks you if you want to see his other carrot, just say no.",733,1101,2507,Top 5 Unfunny,False,True,64,Human
595,He's not as bad as the last manager. That one was abominable.,1137,1261,3504,Top 5 Unfunny,False,True,61,Human
595,"Surprise, surprise. The new manager is a fat white guy with no pants.",1275,1292,3509,Top 5 Unfunny,False,True,69,Human
595,So he calls me into his office and when I get there he's wearing nothing but a scarf and a top hat,568,1051,2312,Top 5 Funny,False,False,98,Human
595,"If he asks you if you want to see his other carrot, just say no.",733,1101,2507,Top 5 Funny,False,True,64,Human
595,They didn't say who...they just said one of us won't be here in the spring...,792,944,2719,Top 5 Funny,False,True,77,Human
595,He's not as bad as the last manager. That one was abominable.,1137,1261,3504,Top 5 Funny,False,True,61,Human
595,"Surprise, surprise. The new manager is a fat white guy with no pants.",1275,1292,3509,Top 5 Funny,False,True,69,Human
596,Last call.,201,557,1024,Top 5 Unfunny,False,True,10,Human
596,"No thanks, I prefer spirits.",185,615,1108,Top 5 Unfunny,False,True,28,Human
596,"C’mon, live a little.",796,755,2060,Top 5 Unfunny,False,True,21,Human
596,"After flirting with Death all afternoon, Bob finally makes his move.",398,894,1554,Top 5 Unfunny,False,True,68,Human
596,"C’mon, live a little.",716,767,1994,Top 5 Unfunny,False,True,21,Human
596,"Thanks, but I prefer spirits.",204,515,1033,Top 5 Funny,False,True,29,Human
596,"After flirting with Death all afternoon, Bob finally makes his move.",398,894,1554,Top 5 Funny,False,True,68,Human
596,"C’mon, live a little.",716,767,1994,Top 5 Funny,False,True,21,Human
596,"C’mon, live a little.",796,755,2060,Top 5 Funny,False,True,21,Human
596,Last call.,201,557,1024,Top 5 Funny,False,True,10,Human
597,"Actually, I did leave my bag unattended for a few minutes. Why?",2263,2465,7698,Top 5 Funny,True,True,63,Human
597,This airline always loses my luggage. This time I'm counting on it.,2247,3162,8298,Top 5 Funny,False,True,67,Human
597,"So, while I was in Rome, I picked up a little Italian",2235,3116,8382,Top 5 Funny,False,False,53,Human
597,Ted thought this girls' trip was a great idea. He even packed for me.,1632,3463,7820,Top 5 Unfunny,False,True,69,Human
597,They think we're going on a trip but actually I'm taking them to be fixed.,1739,3353,6990,Top 5 Unfunny,False,True,74,Human
597,I can't believe my baggage fit in my luggage.,1752,3228,7380,Top 5 Unfunny,False,True,45,Human
597,This airline always loses my luggage. This time I'm counting on it.,2247,3162,8298,Top 5 Unfunny,False,True,67,Human
597,I checked the fine print. There’s no fee for emotional baggage.,2344,2998,8080,Top 5 Funny,False,True,63,Human
597,"Oh, we're not traveling. Our new health plan only covers X-rays done by TSA screening.",2528,2889,8080,Top 5 Funny,False,True,86,Human
597,"If they lose him, I get $750.",1914,3318,8227,Top 5 Unfunny,False,True,29,Human
598,Do you seek alignment?,419,1147,2332,Top 5 Unfunny,True,True,22,Human
598,"Honestly, I stopped caring about the meaning of life after I got one of these.",448,1146,2494,Top 5 Unfunny,False,True,78,Human
598,Enlightenment? I'm just trying to achieve alignment.,647,1187,2986,Top 5 Unfunny,True,True,52,Human
598,"Forgot your question, didn’t you?",531,1245,2649,Top 5 Unfunny,True,True,33,Human
598,Enlightenment? I'm just trying to achieve alignment.,647,1187,2986,Top 5 Funny,True,True,52,Human
598,"You only get one question and you ask, ""What's that?""!",656,1248,2848,Top 5 Funny,True,True,54,Human
598,When I retired from Google they let me keep my chair.,707,1054,2802,Top 5 Funny,False,True,53,Human
598,It's for my back. You have two more questions.,743,1109,2936,Top 5 Funny,False,True,46,Human
598,I'm the fitness guru. The wisdom guru is one mountain over.,715,1059,2915,Top 5 Funny,False,True,59,Human
598,"You only get one question and you ask, ""What's that?""!",656,1248,2848,Top 5 Unfunny,True,True,54,Human
599,They’re known for their unconditional love.,2,0,72,Top 5 Funny,False,True,43,Human
599,"It's called a ""pet.""",2,0,149,Top 5 Funny,False,False,20,Human
599,I know he's extinct. Try telling him that.,2,0,172,Top 5 Funny,False,True,42,Human
599,Do you guys remember the code for the alarm?,2,0,196,Top 5 Funny,True,True,44,Human
599,"""I believe I accidentally set off your security system"".",0,4063,4063,Top 5 Unfunny,False,True,56,Human
599,My insurance doesn't cover prehistoric conditions.,0,3829,3829,Top 5 Unfunny,False,True,50,Human
599,It counts your steps and keeps your heart-rate up.,0,3770,3770,Top 5 Unfunny,False,True,50,Human
599,I'm under cave arrest.,0,3712,3712,Top 5 Unfunny,False,True,22,Human
599,I dreamt last night that some day judges might just require a small plastic bracelet,2,0,61,Top 5 Funny,False,False,84,Human
599,Yes he’s a herbivore. Unfortunately I’m Herb.,0,3707,3707,Top 5 Unfunny,False,True,45,Human
600,We should have been more specific when we ordered a new lab.,0,4550,4550,Top 5 Unfunny,False,True,60,Human
600,"When we beam you back up the next time, we expect you to have the stick.",0,4291,4291,Top 5 Unfunny,False,True,72,Human
600,What do you mean you need to go out?,0,4341,4341,Top 5 Unfunny,True,True,36,Human
600,Mission accomplished. We will report that this planet's inhabitants are friendly and playful.,923,0,924,Top 5 Funny,False,True,93,Human
600,"When I said abduct the dog, I meant President Trump...",2,0,29,Top 5 Funny,False,True,54,Human
600,Did you remember to take him out before we left?,2,0,33,Top 5 Funny,True,True,48,Human
600,"He agrees to a rectal probe, but only if we use our noses.",2,0,46,Top 5 Funny,False,True,58,Human
600,"My research on tail movements suggests he has to “go,” but I haven’t been able to determine what that means...",2,0,48,Top 5 Funny,False,True,110,Human
600,"Good luck, Zorg. Remember, you hate cats and mailmen.",0,4408,4408,Top 5 Unfunny,False,True,53,Human
600,"They feed him, bath him, and pick up his poop. He seems to be their leader.",0,4393,4393,Top 5 Unfunny,False,True,75,Human
601,We'll lose him in the swimming and biking stages.,686,1268,3055,Top 5 Unfunny,False,True,49,Human
601,Why couldn't you just pee behind a bush?,512,1338,2758,Top 5 Unfunny,True,True,40,Human
601,Next time just relieve yourself against a rock.,675,1362,2993,Top 5 Unfunny,False,True,47,Human
601,I thought you said it wouldn't need much attention.,863,1238,3268,Top 5 Unfunny,False,True,51,Human
601,"You know how they say that in the Spring, the desert comes alive?",542,1033,2608,Top 5 Funny,True,True,65,Human
601,Next time just relieve yourself against a rock.,675,1362,2993,Top 5 Funny,False,True,47,Human
601,We'll lose him in the swimming and biking stages.,686,1268,3055,Top 5 Funny,False,True,49,Human
601,I thought you said it wouldn't need much attention.,863,1238,3268,Top 5 Funny,False,True,51,Human
601,Why couldn't you just pee behind a bush?,512,1338,2758,Top 5 Funny,True,True,40,Human
601,"The wall was dumb, but these border guard disguises are even worse.",445,1126,2299,Top 5 Unfunny,False,True,67,Human
602,We'd like to keep you here for further tasting.,1245,1698,4796,Top 5 Unfunny,False,True,47,Human
602,"I'm afraid, sir, since you were on the floor for more than five seconds, there's nothing we can do for you.",1655,1786,5171,Top 5 Unfunny,False,True,107,Human
602,I'm not going to sugarcoat this.,1566,1653,5399,Top 5 Funny,False,True,32,Human
602,He's only known to us as John Dough.,1583,1730,5196,Top 5 Unfunny,False,True,36,Human
602,He's only known to us as John Dough.,1583,1730,5196,Top 5 Funny,False,True,36,Human
602,I'm not going to sugarcoat this.,1566,1653,5399,Top 5 Unfunny,False,True,32,Human
602,We ran a few tests and all the toothpicks came back clean,1617,1570,4982,Top 5 Funny,False,False,57,Human
602,"I'm afraid, sir, since you were on the floor for more than five seconds, there's nothing we can do for you.",1655,1786,5171,Top 5 Funny,False,True,107,Human
602,Time to meet your baker.,1501,1806,5065,Top 5 Unfunny,False,True,24,Human
602,Time to meet your baker.,1501,1806,5065,Top 5 Funny,False,True,24,Human
603,Welcome to the Deli Lama.,2086,3575,8493,Top 5 Unfunny,False,True,25,Human
603,I can't seat you until you are fully present.,2389,3330,8877,Top 5 Unfunny,False,True,45,Human
603,Welcome to the Deli Lama.,2746,3669,9754,Top 5 Unfunny,False,True,25,Human
603,The path to true enlightenment is long and arduous. But you may wait at the bar.,2587,2882,9200,Top 5 Funny,False,True,80,Human
603,We used to offer enlightenment. Then we discovered people really preferred brunch.,2727,2930,9165,Top 5 Funny,False,True,82,Human
603,Welcome to the Deli Lama.,2746,3669,9754,Top 5 Funny,False,True,25,Human
603,We don't have menus here. Everybody just gets what they deserve.,2755,3307,9660,Top 5 Funny,False,True,64,Human
603,"I have a one o'clock reservation, last name is Miller but I'm no longer a party of four.",2763,3545,9450,Top 5 Funny,False,True,88,Human
603,"I have a one o'clock reservation, last name is Miller but I'm no longer a party of four.",2763,3545,9450,Top 5 Unfunny,False,True,88,Human
603,Enlightenment is on Thursdays. Today is Taco Tuesday.,2040,3358,8370,Top 5 Unfunny,False,True,53,Human
604,"Well, if you want a record of your existence, it’s either this or the tar pits.",706,1350,3024,Top 5 Unfunny,False,True,79,Human
604,The drawing is the easy part. It's coming up with a caption that's tough.,618,1314,2865,Top 5 Funny,False,True,73,Human
604,How do you know it doesn't look like you?,642,1400,3085,Top 5 Unfunny,True,True,41,Human
604,How do you know it doesn't look like you?,642,1400,3085,Top 5 Funny,True,True,41,Human
604,"I'm calling it ""The Elephant in the Room""",648,1257,2834,Top 5 Funny,False,False,41,Human
604,You should have seen my parents when I told them I didn't want to be a hunter OR a gatherer.,708,1386,3159,Top 5 Unfunny,False,True,92,Human
604,You should have seen my parents when I told them I didn't want to be a hunter OR a gatherer.,708,1386,3159,Top 5 Funny,False,True,92,Human
604,Don't worry - no one will see this in a million years.,553,1290,2773,Top 5 Unfunny,False,True,54,Human
604,The drawing is the easy part. It's coming up with a caption that's tough.,618,1314,2865,Top 5 Unfunny,False,True,73,Human
604,"Well, if you want a record of your existence, it’s either this or the tar pits.",706,1350,3024,Top 5 Funny,False,True,79,Human
605,"We're life, imitating art.",1036,2365,5242,Top 5 Unfunny,False,True,26,Human
605,"You’re better off over there, in this reality Trump is president.",1003,2332,4634,Top 5 Unfunny,False,True,65,Human
605,"Well, you're no masterpiece yourself.",988,2363,4947,Top 5 Unfunny,False,True,37,Human
605,We're in the lower floor of IKEA....where are you?,993,2444,4929,Top 5 Unfunny,True,True,50,Human
605,The Demoiselles d’Avignon are out to lunch. We’re the McMurrays of Hackensack.,1301,2036,4982,Top 5 Funny,False,True,78,Human
605,"It says ""Man Looking Stupid"". What does yours say?",1133,2241,4995,Top 5 Funny,True,True,50,Human
605,"Due to NEA budget cuts, the painting you would have seen here will be described by my wife, Ethel, her sister, Irene, and myself.",1166,2452,5229,Top 5 Funny,False,True,129,Human
605,"Due to NEA budget cuts, the painting you would have seen here will be described by my wife, Ethel, her sister, Irene, and myself.",1166,2452,5229,Top 5 Unfunny,False,True,129,Human
605,"Whatever you do, don’t take the stairs near the Escher painting!",1460,2231,5341,Top 5 Funny,False,True,64,Human
605,"Son, your Mom and I want you back in the picture.",1350,2128,5431,Top 5 Funny,False,True,49,Human
606,"OK, but he is going to have to check that bag.",16,29,67,Top 5 Funny,False,True,46,Human
606,It's the only way Delta lets you redeem their vouchers,16,29,63,Top 5 Funny,False,False,54,Human
606,"Yep, we're lost. We passed this guy an hour ago.",25,37,89,Top 5 Unfunny,False,True,48,Human
606,"He's always had his head in the clouds, but THIS ???",22,34,87,Top 5 Unfunny,True,True,52,Human
606,"OK, but he is going to have to check that bag.",16,29,67,Top 5 Unfunny,False,True,46,Human
606,"As senior squeegee-man during flight simulations, moving up didn’t pan out.",24,35,84,Top 5 Unfunny,False,True,75,Human
606,"As senior squeegee-man during flight simulations, moving up didn’t pan out.",24,35,84,Top 5 Funny,False,True,75,Human
606,"Yep, we're lost. We passed this guy an hour ago.",25,37,89,Top 5 Funny,False,True,48,Human
606,"He's always had his head in the clouds, but THIS ???",22,34,87,Top 5 Funny,True,True,52,Human
606,It's the only way Delta lets you redeem their vouchers,16,29,63,Top 5 Unfunny,False,False,54,Human
607,I guess we can stop eating kale.,1331,1882,4792,Top 5 Unfunny,False,True,32,Human
607,He touched so many lives.,1620,1776,5140,Top 5 Funny,False,True,25,Human
607,I was hoping taxes would go first.,1569,1951,5204,Top 5 Funny,False,True,34,Human
607,My only regret is that he never got around to visiting your mother.,1436,1524,4216,Top 5 Funny,False,True,67,Human
607,"Well, I guess that just leaves taxes.",1371,1744,4667,Top 5 Funny,False,True,37,Human
607,I guess we can stop eating kale.,1331,1882,4792,Top 5 Funny,False,True,32,Human
607,I was hoping taxes would go first.,1569,1951,5204,Top 5 Unfunny,False,True,34,Human
607,He died doing what he loved.,1083,1939,4545,Top 5 Unfunny,False,True,28,Human
607,"Well, he has no one to blame but himself.",1278,1924,4826,Top 5 Unfunny,False,True,41,Human
607,Suddenly everyone has only good things to say about him.,1023,1841,4376,Top 5 Unfunny,False,True,56,Human
608,"The last guy played beautifully, but he couldn't handle the pressure.",1014,1821,4862,Top 5 Unfunny,False,True,69,Human
608,No. I said streaming music.,1053,1826,4477,Top 5 Unfunny,False,True,27,Human
608,We need to screen our organ donors more closely.,1279,1898,4857,Top 5 Funny,False,True,48,Human
608,It's for when hell freezes over.,1242,1714,4616,Top 5 Funny,False,True,32,Human
608,The hard part was transposing from C major to Fahrenheit.,1214,1535,4280,Top 5 Funny,False,True,57,Human
608,No. I said streaming music.,1053,1826,4477,Top 5 Funny,False,True,27,Human
608,"The last guy played beautifully, but he couldn't handle the pressure.",1014,1821,4862,Top 5 Funny,False,True,69,Human
608,We need to screen our organ donors more closely.,1279,1898,4857,Top 5 Unfunny,False,True,48,Human
608,The hissing is coming from the congregation.,1011,1832,4345,Top 5 Unfunny,False,True,44,Human
608,The plumber was an organ donor.,758,1862,3766,Top 5 Unfunny,False,True,31,Human
609,Why does everything look like food when I am on a diet?,1572,2502,6153,Top 5 Unfunny,True,True,55,Human
609,"You realize you’ve just wasted your last wish, don’t you?",1453,2489,5874,Top 5 Funny,True,True,57,Human
609,"Budget cuts, service cuts, now, cold cuts?",1326,2447,5933,Top 5 Funny,True,True,42,Human
609,I’m just relieved Subway outbid Trojan.,1665,2657,5915,Top 5 Unfunny,False,True,39,Human
609,He really did appoint Chris Christie as Secretary of Transportation.,1685,2492,6051,Top 5 Funny,False,True,68,Human
609,He really did appoint Chris Christie as Secretary of Transportation.,1685,2492,6051,Top 5 Unfunny,False,True,68,Human
609,I’m just relieved Subway outbid Trojan.,1665,2657,5915,Top 5 Funny,False,True,39,Human
609,"You realize you’ve just wasted your last wish, don’t you?",1453,2489,5874,Top 5 Unfunny,True,True,57,Human
609,"Budget cuts, service cuts, now, cold cuts?",1326,2447,5933,Top 5 Unfunny,True,True,42,Human
609,Why does everything look like food when I am on a diet?,1572,2502,6153,Top 5 Funny,True,True,55,Human
610,No one cares that the knife came out clean.,1474,2412,5904,Top 5 Unfunny,False,True,43,Human
610,Beat until stiff meant the eggs.,1841,2290,6328,Top 5 Funny,False,True,32,Human
610,So who's the chef at Mar-a-lago now?,1401,2434,5468,Top 5 Unfunny,True,True,36,Human
610,"As White House chef, you must have been expecting this.",1731,2546,6148,Top 5 Funny,False,True,55,Human
610,"As the White House Chef, half the world is hailing you as a hero for at least attempting it.",1720,2632,6042,Top 5 Funny,False,True,92,Human
610,When you said you were going to grill the witness I had no idea.,1604,2374,5988,Top 5 Unfunny,False,True,64,Human
610,"You can keep calling it ""flambé,"" but out here it's felony arson.",1783,2107,6026,Top 5 Funny,False,True,65,Human
610,They're asking if you prefer gas or electric...,1876,2284,6045,Top 5 Funny,False,True,47,Human
610,"As the White House Chef, half the world is hailing you as a hero for at least attempting it.",1720,2632,6042,Top 5 Unfunny,False,True,92,Human
610,"As White House chef, you must have been expecting this.",1731,2546,6148,Top 5 Unfunny,False,True,55,Human
