contest,ai_model,ai_caption,human_caption,semantic_similarity
512,claude,"""Aw shucks, Susan, you're just saying that 'cause my abs are made of oak.""","Let her out, Fred.",0.14838222
512,claude,"""Aw shucks, Susan, you're just saying that 'cause my abs are made of oak.""","We're pretentious, not ostentatious.",0.09687862
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","Yes, I'm the genie, but the last guy wished to swap outfits.",0.21753022
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","Yeah, well, you don't look like Aladdin either",0.044186004
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","All our genies are busy right now, but please continue to rub that lamp, your wishes are very important to us.",0.31857097
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","Wish granted, kid, pending corporate approval.",0.35472685
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","All our genies are busy right now, but please continue to rub that lamp, your wishes are very important to us.",0.31857097
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""",Four wishes if you listen to a timeshare presentation.,0.5063393
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""",Four wishes if you listen to a timeshare presentation.,0.5063393
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","Yeah, well, you don't look like Aladdin either",0.044186004
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","Yes, I'm the genie, but the last guy wished to swap outfits.",0.21753022
887,chatgpt (gpt-4o),"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""","Wish granted, kid, pending corporate approval.",0.35472685
887,claude,"""I regret to inform you that your feedback loop has been approved.""","Yes, I'm the genie, but the last guy wished to swap outfits.",0.046041414
887,claude,"""I regret to inform you that your feedback loop has been approved.""","Yeah, well, you don't look like Aladdin either",-0.011365008
887,claude,"""I regret to inform you that your feedback loop has been approved.""","All our genies are busy right now, but please continue to rub that lamp, your wishes are very important to us.",0.1584188
887,claude,"""I regret to inform you that your feedback loop has been approved.""","Wish granted, kid, pending corporate approval.",0.3368553
887,claude,"""I regret to inform you that your feedback loop has been approved.""","All our genies are busy right now, but please continue to rub that lamp, your wishes are very important to us.",0.1584188
887,claude,"""I regret to inform you that your feedback loop has been approved.""",Four wishes if you listen to a timeshare presentation.,0.17629069
887,claude,"""I regret to inform you that your feedback loop has been approved.""",Four wishes if you listen to a timeshare presentation.,0.17629069
887,claude,"""I regret to inform you that your feedback loop has been approved.""","Yeah, well, you don't look like Aladdin either",-0.011365008
887,claude,"""I regret to inform you that your feedback loop has been approved.""","Yes, I'm the genie, but the last guy wished to swap outfits.",0.046041414
887,claude,"""I regret to inform you that your feedback loop has been approved.""","Wish granted, kid, pending corporate approval.",0.3368553
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""",There are two things certain in life: death and taxidermy.,0.16409287
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""",They call it kitsch-and-release.,0.11257641
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""",Well if it isn't the one that got away.,0.103174284
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""","Well, well, well. If  it isn't the one who got away.",0.10826346
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""",They call it kitsch-and-release.,0.11257641
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""","No, Jerry, I did not have a good weekend.",0.14082964
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""","Well, well, well. If  it isn't the one who got away.",0.10826346
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""",There are two things certain in life: death and taxidermy.,0.16409287
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""","No, Jerry, I did not have a good weekend.",0.14082964
759,chatgpt (gpt-4o),"""I'm telling you, Carl, it's an avant-garde performance piece.""",Well if it isn't the one that got away.,0.103174284
759,claude,Something's fishy about this blind date...,There are two things certain in life: death and taxidermy.,0.069897205
759,claude,Something's fishy about this blind date...,They call it kitsch-and-release.,0.08300339
759,claude,Something's fishy about this blind date...,Well if it isn't the one that got away.,0.16584545
759,claude,Something's fishy about this blind date...,"Well, well, well. If  it isn't the one who got away.",0.15235141
759,claude,Something's fishy about this blind date...,They call it kitsch-and-release.,0.08300339
759,claude,Something's fishy about this blind date...,"No, Jerry, I did not have a good weekend.",0.19576943
759,claude,Something's fishy about this blind date...,"Well, well, well. If  it isn't the one who got away.",0.15235141
759,claude,Something's fishy about this blind date...,There are two things certain in life: death and taxidermy.,0.069897205
759,claude,Something's fishy about this blind date...,"No, Jerry, I did not have a good weekend.",0.19576943
759,claude,Something's fishy about this blind date...,Well if it isn't the one that got away.,0.16584545
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""",Why does everything look like food when I am on a diet?,0.226336
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""","You realize you’ve just wasted your last wish, don’t you?",0.14289182
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""","Budget cuts, service cuts, now, cold cuts?",0.1754225
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""",I’m just relieved Subway outbid Trojan.,0.18302132
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""",He really did appoint Chris Christie as Secretary of Transportation.,0.15790847
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""",He really did appoint Chris Christie as Secretary of Transportation.,0.15790847
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""",I’m just relieved Subway outbid Trojan.,0.18302132
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""","You realize you’ve just wasted your last wish, don’t you?",0.14289182
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""","Budget cuts, service cuts, now, cold cuts?",0.1754225
609,chatgpt (gpt-4o),"""Don't look now, but our lunch has arrived.""",Why does everything look like food when I am on a diet?,0.226336
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""",Why does everything look like food when I am on a diet?,0.1643999
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""","You realize you’ve just wasted your last wish, don’t you?",0.18889096
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""","Budget cuts, service cuts, now, cold cuts?",0.13852268
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""",I’m just relieved Subway outbid Trojan.,0.17500141
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""",He really did appoint Chris Christie as Secretary of Transportation.,0.10863261
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""",He really did appoint Chris Christie as Secretary of Transportation.,0.10863261
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""",I’m just relieved Subway outbid Trojan.,0.17500141
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""","You realize you’ve just wasted your last wish, don’t you?",0.18889096
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""","Budget cuts, service cuts, now, cold cuts?",0.13852268
609,claude,"""We've ordered the usual, but this time make it gluten-free, lactose-free, and devoid of all hope and joy.""",Why does everything look like food when I am on a diet?,0.1643999
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",They wouldn’t last a day in Times Square.,0.13276035
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",That’s where the locals eat.,0.2860529
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",Should we scrap our dinner plans or plan our dinner scraps?”,0.1656018
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""","No, Happy Hour is later.  They’re just here for the Early Bird.",0.094848245
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",That’s where I met my wife.,0.13793421
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""","No, Happy Hour is later.  They’re just here for the Early Bird.",0.094848245
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",That’s where I met my wife.,0.13793421
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",That’s where the locals eat.,0.2860529
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",And I'm the dirty one?,0.1288459
860,chatgpt (gpt-4o),"""Honestly, Jerry, I blame gentrification.""",Should we scrap our dinner plans or plan our dinner scraps?”,0.1656018
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",They wouldn’t last a day in Times Square.,0.14835718
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",That’s where the locals eat.,0.13301195
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",Should we scrap our dinner plans or plan our dinner scraps?”,0.26431143
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""","No, Happy Hour is later.  They’re just here for the Early Bird.",0.15314126
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",That’s where I met my wife.,0.12642777
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""","No, Happy Hour is later.  They’re just here for the Early Bird.",0.15314126
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",That’s where I met my wife.,0.12642777
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",That’s where the locals eat.,0.13301195
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",And I'm the dirty one?,0.04426992
860,claude,"""On second thought, maybe we should upgrade to the deluxe beach umbrella package next time.""",Should we scrap our dinner plans or plan our dinner scraps?”,0.26431143
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”",He’s acting up because your purse was somebody he knew,0.10121778
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”","We have them between all tables, it encourages social distancing.",0.16782652
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”",You can tell whether it's an alligator or a crocodile by whether you see it later or after a while.,0.13752306
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”","No, you can't have another customer. You haven't finished the last one.",-0.023904856
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”","We asked the flooring company for red tiles, but it autocorrected to rep-tiles.",-0.038357243
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”",You can tell whether it's an alligator or a crocodile by whether you see it later or after a while.,0.13752306
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”","No, you can't have another customer. You haven't finished the last one.",-0.023904856
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”","We asked the flooring company for red tiles, but it autocorrected to rep-tiles.",-0.038357243
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”",He’s acting up because your purse was somebody he knew,0.10121778
703,chatgpt (gpt-4o),"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”",Your odds of dying from the coronavirus just went down.,0.1210672
703,claude,"""Waiter, there's a fly in my crocodile tears.""",He’s acting up because your purse was somebody he knew,0.26874915
703,claude,"""Waiter, there's a fly in my crocodile tears.""","We have them between all tables, it encourages social distancing.",0.037765674
703,claude,"""Waiter, there's a fly in my crocodile tears.""",You can tell whether it's an alligator or a crocodile by whether you see it later or after a while.,0.3509513
703,claude,"""Waiter, there's a fly in my crocodile tears.""","No, you can't have another customer. You haven't finished the last one.",0.12374748
703,claude,"""Waiter, there's a fly in my crocodile tears.""","We asked the flooring company for red tiles, but it autocorrected to rep-tiles.",0.037303098
703,claude,"""Waiter, there's a fly in my crocodile tears.""",You can tell whether it's an alligator or a crocodile by whether you see it later or after a while.,0.3509513
703,claude,"""Waiter, there's a fly in my crocodile tears.""","No, you can't have another customer. You haven't finished the last one.",0.12374748
703,claude,"""Waiter, there's a fly in my crocodile tears.""","We asked the flooring company for red tiles, but it autocorrected to rep-tiles.",0.037303098
703,claude,"""Waiter, there's a fly in my crocodile tears.""",He’s acting up because your purse was somebody he knew,0.26874915
703,claude,"""Waiter, there's a fly in my crocodile tears.""",Your odds of dying from the coronavirus just went down.,0.03439232
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""","No, I asked for a Large Mojito.",0.12743226
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""","Oh, perfect - we're WASPs!",0.12503879
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""",So you're the bug that's been going around.,0.030625153
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""",He practically ran away from his date when he saw me and has been sweet on me ever since!,0.090941325
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""","Instead of a Cabernet,I would think your  loyalty would have for ""Grey Goose"" on the rocks!",0.085668884
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""",He's well house party-trained.,0.23610231
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""",Meet Trump's nominee for the Centers for Disease Control.,0.19534168
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""",I need a straw.,0.27295315
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""",want a drink,0.25131357
653,chatgpt (gpt-4o),"""Don't worry, he's a vegan — only drinks Bloody Mary's.""","Mike, Barbara--I'd like to introduce you to President Trump's new pick to head the Centers for Disease Control.",0.24573821
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""","No, I asked for a Large Mojito.",0.13232496
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""","Oh, perfect - we're WASPs!",0.12554061
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""",So you're the bug that's been going around.,0.0832348
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""",He practically ran away from his date when he saw me and has been sweet on me ever since!,0.058068063
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""","Instead of a Cabernet,I would think your  loyalty would have for ""Grey Goose"" on the rocks!",0.17811769
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""",He's well house party-trained.,0.11089444
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""",Meet Trump's nominee for the Centers for Disease Control.,0.13187036
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""",I need a straw.,0.1968917
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""",want a drink,0.123856775
653,claude,"""I swear, if you ask me what my third favorite nitrogen compound is one more time...""","Mike, Barbara--I'd like to introduce you to President Trump's new pick to head the Centers for Disease Control.",0.21970774
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""","At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.",0.1763843
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""","God, I cannot wait until they go back to work",0.10175995
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""",God I wish they’d had kids,0.15333262
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""","Get adopted,” they said. “It’ll be fun,” they said",0.24995606
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""","At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.",0.1763843
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""",I’m still ignoring you,-0.01403065
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""","Tonight, your bottom dresser drawer is my litter box.",0.22668786
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""","Get adopted,” they said. “It’ll be fun,” they said",0.24995606
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""","When you suggested wine, the hot tub, your balls and my pussy, I expected something different.",0.20426312
714,chatgpt (gpt-4o),"""Maybe next time we should invest in a ball of yarn.""",It was times like these that Mr. Snuffles most regretted being declawed.,0.16931447
714,claude,"""I told you we should have gotten a smaller ball for the living room.""","At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.",0.16903794
714,claude,"""I told you we should have gotten a smaller ball for the living room.""","God, I cannot wait until they go back to work",0.06603148
714,claude,"""I told you we should have gotten a smaller ball for the living room.""",God I wish they’d had kids,0.17958161
714,claude,"""I told you we should have gotten a smaller ball for the living room.""","Get adopted,” they said. “It’ll be fun,” they said",0.29031822
714,claude,"""I told you we should have gotten a smaller ball for the living room.""","At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.",0.16903794
714,claude,"""I told you we should have gotten a smaller ball for the living room.""",I’m still ignoring you,0.062052608
714,claude,"""I told you we should have gotten a smaller ball for the living room.""","Tonight, your bottom dresser drawer is my litter box.",0.24875365
714,claude,"""I told you we should have gotten a smaller ball for the living room.""","Get adopted,” they said. “It’ll be fun,” they said",0.29031822
714,claude,"""I told you we should have gotten a smaller ball for the living room.""","When you suggested wine, the hot tub, your balls and my pussy, I expected something different.",0.26831952
714,claude,"""I told you we should have gotten a smaller ball for the living room.""",It was times like these that Mr. Snuffles most regretted being declawed.,0.1763204
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",I like to feel the beat through the piano.,0.05734758
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",A punchers chance my a#%!,-0.045109965
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",Rocky still has a punchers chance of knocking out Liszt's Campanella,0.038591314
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""","""Every time I  try to play 1 key I play 6 other keys""",0.11510658
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",This next piece was written by my cat.,0.1399805
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",My next piece may sound a little bit like the last one.,0.076331854
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",This next song is pretty much the same as the last one.,0.04242514
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""","And now, my musical interpretation of the Trump presidency...",0.058744285
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",My next selection sounds just like the last one.,0.0214924
644,chatgpt (gpt-4o),"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",They call me the Gloved Geek.,-0.05015618
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",I like to feel the beat through the piano.,0.19895148
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",A punchers chance my a#%!,0.06713935
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",Rocky still has a punchers chance of knocking out Liszt's Campanella,0.07441879
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""","""Every time I  try to play 1 key I play 6 other keys""",0.009425357
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",This next piece was written by my cat.,0.24142098
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",My next piece may sound a little bit like the last one.,0.2180243
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",This next song is pretty much the same as the last one.,0.14934292
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""","And now, my musical interpretation of the Trump presidency...",0.2042691
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",My next selection sounds just like the last one.,0.10136132
644,claude,"""I have a sinking feeling this isn't the open house we were looking for, dear.""",They call me the Gloved Geek.,0.0055011204
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""",I'm going to need you to take one small step out of the vehicle,0.15896377
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""",So Major Tom... Do you know how fast you were going?,0.16619362
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""","Sir, I don't make the laws of physics I just enforce them.",0.18642311
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""","Well, five acres of popcorn back there says you were.",0.11583851
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""","I don't make the laws of physics, sir. I just enforce them.",0.17652535
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""","I don't make the laws of physics, sir. I just enforce them.",0.17652535
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""","Sir, I don't make the laws of physics I just enforce them.",0.18642311
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""","Well, five acres of popcorn back there says you were.",0.11583851
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""",So Major Tom... Do you know how fast you were going?,0.16619362
548,chatgpt (gpt-4o),"""License and registration—and, oh yes, your intergalactic passport, please.""",I'm going to need you to take one small step out of the vehicle,0.15896377
548,claude,"""Highway to the Bunker Zone""",I'm going to need you to take one small step out of the vehicle,0.20955694
548,claude,"""Highway to the Bunker Zone""",So Major Tom... Do you know how fast you were going?,0.228053
548,claude,"""Highway to the Bunker Zone""","Sir, I don't make the laws of physics I just enforce them.",0.049084146
548,claude,"""Highway to the Bunker Zone""","Well, five acres of popcorn back there says you were.",0.109730884
548,claude,"""Highway to the Bunker Zone""","I don't make the laws of physics, sir. I just enforce them.",0.030008188
548,claude,"""Highway to the Bunker Zone""","I don't make the laws of physics, sir. I just enforce them.",0.030008188
548,claude,"""Highway to the Bunker Zone""","Sir, I don't make the laws of physics I just enforce them.",0.049084146
548,claude,"""Highway to the Bunker Zone""","Well, five acres of popcorn back there says you were.",0.109730884
548,claude,"""Highway to the Bunker Zone""",So Major Tom... Do you know how fast you were going?,0.228053
548,claude,"""Highway to the Bunker Zone""",I'm going to need you to take one small step out of the vehicle,0.20955694
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",I'm so glad you didn't invite Dick.,0.07566989
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",I’m having mixed emojis.,0.36872208
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",I'm so glad you didn't invite Dick.,0.07566989
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",We need to talk.,0.23088712
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""","Several players are exploiting a bug in crowdsource voting to ensure their captions crack the top 150 for editorial review.  Carol Lasky, Colin Mills, Nicole Chrolavicius, Paul Nesja, and Brandon Lawniczak, etc., we all know you're cheating!",0.17016298
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""","Several players are exploiting a bug in crowdsource voting (i.e., Nicole Chrolavicius, Paul Nesja, Carol Lasky, Colin Mills, and Brandon Lawniczak, etc.) and I know how they're doing it. NYer Editors, please email me at bayareaman29@gmail.com",0.1076845
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",I’m having mixed emojis.,0.36872208
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",We need to talk.,0.23088712
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",Use your words.,0.042755436
877,chatgpt (gpt-4o),"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""","Though Donna had practiced for years, she still had trouble reading people’s faces.",0.31523383
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""",I'm so glad you didn't invite Dick.,0.09963689
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""",I’m having mixed emojis.,0.09469737
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""",I'm so glad you didn't invite Dick.,0.09963689
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""",We need to talk.,0.27994868
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""","Several players are exploiting a bug in crowdsource voting to ensure their captions crack the top 150 for editorial review.  Carol Lasky, Colin Mills, Nicole Chrolavicius, Paul Nesja, and Brandon Lawniczak, etc., we all know you're cheating!",0.13939048
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""","Several players are exploiting a bug in crowdsource voting (i.e., Nicole Chrolavicius, Paul Nesja, Carol Lasky, Colin Mills, and Brandon Lawniczak, etc.) and I know how they're doing it. NYer Editors, please email me at bayareaman29@gmail.com",0.06907405
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""",I’m having mixed emojis.,0.09469737
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""",We need to talk.,0.27994868
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""",Use your words.,0.11255206
877,claude,"""So then I said, 'You think that's bad? Wait until you see the group chat!'""","Though Donna had practiced for years, she still had trouble reading people’s faces.",0.16158718
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""","That's Ahab's brother, Rehab. He's in pet therapy.",0.22885671
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",Am I the only one who misses the parrot?,0.52361816
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",Since when do we have a pension plan?,0.00781763
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",He calls it Ishmeow,0.20335963
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",Since when do we have a pension plan?,0.00781763
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""","That's Ahab's brother, Rehab. He's in pet therapy.",0.22885671
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",Call him Ishmeow.,0.14134625
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",Am I the only one who misses the parrot?,0.52361816
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",Call him Ishmeow.,0.14134625
566,chatgpt (gpt-4o),"""It's not the parrot that bothers me—it's the emotional support script.""",He calls it Ishmeow,0.20335963
566,claude,"""I asked to see the captain, not the galley help.""","That's Ahab's brother, Rehab. He's in pet therapy.",0.044705268
566,claude,"""I asked to see the captain, not the galley help.""",Am I the only one who misses the parrot?,0.09441659
566,claude,"""I asked to see the captain, not the galley help.""",Since when do we have a pension plan?,-0.07639669
566,claude,"""I asked to see the captain, not the galley help.""",He calls it Ishmeow,0.046491448
566,claude,"""I asked to see the captain, not the galley help.""",Since when do we have a pension plan?,-0.07639669
566,claude,"""I asked to see the captain, not the galley help.""","That's Ahab's brother, Rehab. He's in pet therapy.",0.044705268
566,claude,"""I asked to see the captain, not the galley help.""",Call him Ishmeow.,0.049811512
