contest,human_caption,chatgpt,claude,Who_won,Description
586,We can only hope that they're coming for our leader.,0.059882365,0.1067564,claude,Claude aligned more closely with human captions
586,Well this is going to suck.,0.15794468,0.08119419,chatgpt,ChatGPT aligned more closely with human captions
587,"I didn't get it at first either, then it hits you.",0.039840274,0.055724457,claude,Claude aligned more closely with human captions
587,I see myself in so much of his work.,0.13910356,0.1555695,claude,Claude aligned more closely with human captions
587,I'd brake for her.,0.08809433,0.13439532,claude,Claude aligned more closely with human captions
587,Imagine the impact it will have.,0.08982551,0.13333821,claude,Claude aligned more closely with human captions
587,"The art is subtle, but then it hits you.",0.22319134,0.055410244,chatgpt,ChatGPT aligned more closely with human captions
587,"This one is good, but I literally couldn't stop looking at the headlights exhibit.",0.24706125,0.13063571,chatgpt,ChatGPT aligned more closely with human captions
587,"Whoever DOT is, I really like her work.",0.03874573,0.09204902,claude,Claude aligned more closely with human captions
588,Did I tell you I found someone to watch the place while we're away?,0.14071319,0.12813336,chatgpt,ChatGPT aligned more closely with human captions
588,"Gotta go, Mom. The guy's here with the cathedral.",0.10858539,0.20557377,claude,Claude aligned more closely with human captions
588,"He's single, enjoys climbing and lives right next door.",0.09713267,0.12025921,claude,Claude aligned more closely with human captions
588,I don't have the heart to tell him I'm dating the Hunchback of Temple Beth Shalom.,0.14082095,0.17596775,claude,Claude aligned more closely with human captions
588,"Is he religious? Mom, he’s practically a fixture at the church next door.",0.07090797,0.17024074,claude,Claude aligned more closely with human captions
588,Like I would date a guy from Notre Dame.,-0.014894908,0.159995,claude,Claude aligned more closely with human captions
588,"My new neighbor? Someone pretty high up in the church, I think",0.22709095,0.15287623,chatgpt,ChatGPT aligned more closely with human captions
588,"Siri, how far can a hunchback jump?",0.20945089,0.0023735967,chatgpt,ChatGPT aligned more closely with human captions
588,"Well, you know, it beats living next to Trump Tower.",0.10989492,0.13303098,claude,Claude aligned more closely with human captions
589,All we have left is the meatloaf.,0.09300549,0.09272396,chatgpt,ChatGPT aligned more closely with human captions
589,Do you need a minute?,0.24522614,0.11924718,chatgpt,ChatGPT aligned more closely with human captions
589,It's a lot to digest.,0.16610566,0.021812078,chatgpt,ChatGPT aligned more closely with human captions
589,I’m sorry. That’s not on the menu.,0.10459821,0.07564918,chatgpt,ChatGPT aligned more closely with human captions
589,"Please listen carefully, as some of our menu options have changed.",0.07911606,0.025263228,chatgpt,ChatGPT aligned more closely with human captions
589,Wait 'til you see the check.,-0.0064767227,0.10386836,claude,Claude aligned more closely with human captions
589,"Your first time in Texas, sir?",0.17615418,0.102535255,chatgpt,ChatGPT aligned more closely with human captions
590,"He did my summer cave in Lascaux, too.",0.059035573,0.064181015,claude,Claude aligned more closely with human captions
590,I get he's an artist. It's the 'in residence' part I'm not comfortable with.,0.15903437,-0.00015733764,chatgpt,ChatGPT aligned more closely with human captions
590,It's a New Yorker cartoon. Just laugh and act like you get it.,0.14320609,0.024647973,chatgpt,ChatGPT aligned more closely with human captions
590,"No one will believe this, not in a million years.",0.07441428,0.0013814904,chatgpt,ChatGPT aligned more closely with human captions
590,"Sure he can draw, but can he do captions?",0.030137878,0.048427284,claude,Claude aligned more closely with human captions
590,"Sure, drawing it is the easy part, it's the caption that's tough.",0.08216308,0.056499187,chatgpt,ChatGPT aligned more closely with human captions
590,They'll never believe this in a million years!,0.101859376,0.10796811,claude,Claude aligned more closely with human captions
591,I hope you don't mind. My couch is brand new.,0.13730738,0.14608356,claude,Claude aligned more closely with human captions
591,"I prefer to call it hydrotherapy, not ""soaking my patients"".",0.37085402,0.2843886,chatgpt,ChatGPT aligned more closely with human captions
591,Immersion therapy washes away the guilt ... and exfoliates as it cleans.,0.3827948,0.17009933,chatgpt,ChatGPT aligned more closely with human captions
591,It'll keep you Jung.,0.1399461,0.04255457,chatgpt,ChatGPT aligned more closely with human captions
591,I’m a marine psychologist.,0.3068975,0.06879287,chatgpt,ChatGPT aligned more closely with human captions
591,"My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...",0.19886264,0.23198117,claude,Claude aligned more closely with human captions
591,"Now, here is where the treatment becomes a bit... controversial.",0.25972492,0.23386621,chatgpt,ChatGPT aligned more closely with human captions
591,Of course it's cold - you're my 4th patient today!,0.15275094,0.20670298,claude,Claude aligned more closely with human captions
591,Some of my patients find the loofah less threatening.,0.22982836,0.1562185,chatgpt,ChatGPT aligned more closely with human captions
591,The last person I treated stayed clean for 4 years.,0.095272206,0.11508116,claude,Claude aligned more closely with human captions
592,"Back to work birds, and enough with the wisequacks!",0.11573771,0.04987533,chatgpt,ChatGPT aligned more closely with human captions
592,Do you ever want to wring your own neck?,-0.030559681,0.017408874,claude,Claude aligned more closely with human captions
592,"Ever so subtly, Ed began to push his right wing agenda.",0.08960812,0.13563842,claude,Claude aligned more closely with human captions
592,"Him? He's a pwoblem duck, stwessed out and weady to quack.",-0.021054927,0.029587211,claude,Claude aligned more closely with human captions
592,I am concerned that this project could go south really fast.,0.11955355,0.12795694,claude,Claude aligned more closely with human captions
592,I'm only in it for the bread.,0.10667674,0.13347393,claude,Claude aligned more closely with human captions
592,I'm pretty sure I said 'hackers'.,0.17367384,0.06879531,chatgpt,ChatGPT aligned more closely with human captions
592,The answer to number seven? I can’t even turn this thing on.,0.17850184,0.034077935,chatgpt,ChatGPT aligned more closely with human captions
592,They want to know if they can work remotely during the winter,0.22317152,0.09614541,chatgpt,ChatGPT aligned more closely with human captions
592,"We're not getting Shakespeare, but about every three minutes we get a presidential tweet.",0.20930174,0.13651687,chatgpt,ChatGPT aligned more closely with human captions
593,"...oh, and there's a note from your mother.",0.22062421,0.15969038,chatgpt,ChatGPT aligned more closely with human captions
593,"Actually, I would like to shoot the messenger.",0.14991137,0.082949735,chatgpt,ChatGPT aligned more closely with human captions
593,I'd like to switch to paperless statements.,0.20548865,0.2768002,claude,Claude aligned more closely with human captions
593,I'm pretty sure it's a final notice,0.20595086,0.08835861,chatgpt,ChatGPT aligned more closely with human captions
593,"I'm sorry, but Emma and I won't be able to make it to your murder mystery party. Clever invitation, by the way.",0.18912958,0.17574097,chatgpt,ChatGPT aligned more closely with human captions
593,It's not so much what she said as how she said it.,0.21473739,0.18516496,chatgpt,ChatGPT aligned more closely with human captions
593,She knows.,0.16512668,0.08652232,chatgpt,ChatGPT aligned more closely with human captions
593,"What I had actually said was ""Take a stab at it and get back to me""",0.2554853,0.253927,chatgpt,ChatGPT aligned more closely with human captions
593,‘Sharply worded’ would describe it.,0.11078906,0.1702571,claude,Claude aligned more closely with human captions
594,Could I interest you in a treesome?,0.10983739,0.18210456,claude,Claude aligned more closely with human captions
594,"Honestly? He's like, ten rings too old for her.",0.12861842,0.09505269,chatgpt,ChatGPT aligned more closely with human captions
594,I remember them from last year. They must be perennials.,0.22227383,0.1629588,chatgpt,ChatGPT aligned more closely with human captions
594,"Look, Kevin, we're in a Cialis commercial!",0.13985062,0.15445164,claude,Claude aligned more closely with human captions
594,"Relax, they're just DRESSED like lumberjacks.",0.08698167,0.21400371,claude,Claude aligned more closely with human captions
594,They've been in love since 1992. I know. Their initials are carved in my ass.,0.13901259,0.04080473,chatgpt,ChatGPT aligned more closely with human captions
595,He's not as bad as the last manager. That one was abominable.,0.07206206,-0.012716673,chatgpt,ChatGPT aligned more closely with human captions
595,"If I wanted a boss with no pants, I'd have stayed in Hollywood.",0.13378298,-0.01580598,chatgpt,ChatGPT aligned more closely with human captions
595,"If he asks you if you want to see his other carrot, just say no.",0.026443508,0.11160062,claude,Claude aligned more closely with human captions
595,So he calls me into his office and when I get there he's wearing nothing but a scarf and a top hat,0.103510015,0.09153023,chatgpt,ChatGPT aligned more closely with human captions
595,"Surprise, surprise. The new manager is a fat white guy with no pants.",0.051760614,-0.041330304,chatgpt,ChatGPT aligned more closely with human captions
595,They didn't say who...they just said one of us won't be here in the spring...,0.21381941,0.09349862,chatgpt,ChatGPT aligned more closely with human captions
596,"After flirting with Death all afternoon, Bob finally makes his move.",0.30082586,0.21160936,chatgpt,ChatGPT aligned more closely with human captions
596,"C’mon, live a little.",0.17468268,0.108202994,chatgpt,ChatGPT aligned more closely with human captions
596,Last call.,0.13380452,0.1600325,claude,Claude aligned more closely with human captions
596,"No thanks, I prefer spirits.",0.10065549,0.06459519,chatgpt,ChatGPT aligned more closely with human captions
596,"Thanks, but I prefer spirits.",0.13522984,0.048113387,chatgpt,ChatGPT aligned more closely with human captions
597,"Actually, I did leave my bag unattended for a few minutes. Why?",0.22918011,0.43615016,claude,Claude aligned more closely with human captions
597,I can't believe my baggage fit in my luggage.,0.2753038,0.36855862,claude,Claude aligned more closely with human captions
597,I checked the fine print. There’s no fee for emotional baggage.,0.21836694,0.09791289,chatgpt,ChatGPT aligned more closely with human captions
597,"If they lose him, I get $750.",-0.003908552,-0.013472484,chatgpt,ChatGPT aligned more closely with human captions
597,"Oh, we're not traveling. Our new health plan only covers X-rays done by TSA screening.",0.24750882,0.031738188,chatgpt,ChatGPT aligned more closely with human captions
597,"So, while I was in Rome, I picked up a little Italian",0.2070291,0.13568245,chatgpt,ChatGPT aligned more closely with human captions
597,Ted thought this girls' trip was a great idea. He even packed for me.,0.31135032,0.118668616,chatgpt,ChatGPT aligned more closely with human captions
597,They think we're going on a trip but actually I'm taking them to be fixed.,0.17150289,0.08340671,chatgpt,ChatGPT aligned more closely with human captions
597,This airline always loses my luggage. This time I'm counting on it.,0.28465027,0.26236933,chatgpt,ChatGPT aligned more closely with human captions
598,Do you seek alignment?,0.16936103,0.13208802,chatgpt,ChatGPT aligned more closely with human captions
598,Enlightenment? I'm just trying to achieve alignment.,0.47257346,0.13385251,chatgpt,ChatGPT aligned more closely with human captions
598,"Forgot your question, didn’t you?",0.077344246,0.013113121,chatgpt,ChatGPT aligned more closely with human captions
598,"Honestly, I stopped caring about the meaning of life after I got one of these.",0.15456332,0.12452107,chatgpt,ChatGPT aligned more closely with human captions
598,I'm the fitness guru. The wisdom guru is one mountain over.,0.38848728,0.25033444,chatgpt,ChatGPT aligned more closely with human captions
598,It's for my back. You have two more questions.,0.20698427,0.17407104,chatgpt,ChatGPT aligned more closely with human captions
598,When I retired from Google they let me keep my chair.,0.27913833,0.13119614,chatgpt,ChatGPT aligned more closely with human captions
598,"You only get one question and you ask, ""What's that?""!",0.19261289,0.2442979,claude,Claude aligned more closely with human captions
599,"""I believe I accidentally set off your security system"".",0.2308905,0.30533388,claude,Claude aligned more closely with human captions
599,Do you guys remember the code for the alarm?,0.06920482,0.081107296,claude,Claude aligned more closely with human captions
599,I dreamt last night that some day judges might just require a small plastic bracelet,0.10426545,0.13350974,claude,Claude aligned more closely with human captions
599,I know he's extinct. Try telling him that.,0.23333445,0.041807674,chatgpt,ChatGPT aligned more closely with human captions
599,I'm under cave arrest.,0.37197122,0.07377758,chatgpt,ChatGPT aligned more closely with human captions
599,It counts your steps and keeps your heart-rate up.,0.014572559,0.05258464,claude,Claude aligned more closely with human captions
599,"It's called a ""pet.""",0.122700855,0.1342141,claude,Claude aligned more closely with human captions
599,My insurance doesn't cover prehistoric conditions.,0.20498665,0.025692495,chatgpt,ChatGPT aligned more closely with human captions
599,They’re known for their unconditional love.,0.112503864,0.014123702,chatgpt,ChatGPT aligned more closely with human captions
599,Yes he’s a herbivore. Unfortunately I’m Herb.,0.24842227,0.06270099,chatgpt,ChatGPT aligned more closely with human captions
600,Did you remember to take him out before we left?,-0.0037796497,0.100555256,claude,Claude aligned more closely with human captions
600,"Good luck, Zorg. Remember, you hate cats and mailmen.",0.02727637,0.013499886,chatgpt,ChatGPT aligned more closely with human captions
600,"He agrees to a rectal probe, but only if we use our noses.",0.27862367,0.16415635,chatgpt,ChatGPT aligned more closely with human captions
600,Mission accomplished. We will report that this planet's inhabitants are friendly and playful.,0.37259468,0.31392363,chatgpt,ChatGPT aligned more closely with human captions
600,"My research on tail movements suggests he has to “go,” but I haven’t been able to determine what that means...",0.14145072,0.1617985,claude,Claude aligned more closely with human captions
600,"They feed him, bath him, and pick up his poop. He seems to be their leader.",0.111705855,0.03486586,chatgpt,ChatGPT aligned more closely with human captions
600,We should have been more specific when we ordered a new lab.,0.099486716,-0.009479534,chatgpt,ChatGPT aligned more closely with human captions
600,What do you mean you need to go out?,0.09225291,0.10107113,claude,Claude aligned more closely with human captions
600,"When I said abduct the dog, I meant President Trump...",0.09667194,0.08599701,chatgpt,ChatGPT aligned more closely with human captions
600,"When we beam you back up the next time, we expect you to have the stick.",0.21340615,0.42983317,claude,Claude aligned more closely with human captions
601,I thought you said it wouldn't need much attention.,0.039658703,0.046301804,claude,Claude aligned more closely with human captions
601,Next time just relieve yourself against a rock.,0.15846267,0.07292616,chatgpt,ChatGPT aligned more closely with human captions
601,"The wall was dumb, but these border guard disguises are even worse.",0.17920709,0.00810441,chatgpt,ChatGPT aligned more closely with human captions
601,We'll lose him in the swimming and biking stages.,0.067223385,0.057848096,chatgpt,ChatGPT aligned more closely with human captions
601,Why couldn't you just pee behind a bush?,0.1379069,0.044753835,chatgpt,ChatGPT aligned more closely with human captions
601,"You know how they say that in the Spring, the desert comes alive?",0.31288585,0.080178365,chatgpt,ChatGPT aligned more closely with human captions
602,He's only known to us as John Dough.,0.13629946,0.12948973,chatgpt,ChatGPT aligned more closely with human captions
602,"I'm afraid, sir, since you were on the floor for more than five seconds, there's nothing we can do for you.",0.1351619,0.20256048,claude,Claude aligned more closely with human captions
602,I'm not going to sugarcoat this.,0.2147649,0.15725575,chatgpt,ChatGPT aligned more closely with human captions
602,Time to meet your baker.,0.13319811,0.123385474,chatgpt,ChatGPT aligned more closely with human captions
602,We ran a few tests and all the toothpicks came back clean,0.15451464,0.038757216,chatgpt,ChatGPT aligned more closely with human captions
602,We'd like to keep you here for further tasting.,0.09799017,0.062416725,chatgpt,ChatGPT aligned more closely with human captions
603,Enlightenment is on Thursdays. Today is Taco Tuesday.,0.45569015,0.00904705,chatgpt,ChatGPT aligned more closely with human captions
603,I can't seat you until you are fully present.,0.16573454,0.11633065,chatgpt,ChatGPT aligned more closely with human captions
603,"I have a one o'clock reservation, last name is Miller but I'm no longer a party of four.",0.12996802,0.08184606,chatgpt,ChatGPT aligned more closely with human captions
603,The path to true enlightenment is long and arduous. But you may wait at the bar.,0.6182207,0.0905342,chatgpt,ChatGPT aligned more closely with human captions
603,We don't have menus here. Everybody just gets what they deserve.,0.07524976,0.21045151,claude,Claude aligned more closely with human captions
603,We used to offer enlightenment. Then we discovered people really preferred brunch.,0.34975934,0.12692212,chatgpt,ChatGPT aligned more closely with human captions
603,Welcome to the Deli Lama.,0.22759455,0.19334829,chatgpt,ChatGPT aligned more closely with human captions
604,Don't worry - no one will see this in a million years.,0.109861314,0.09543562,chatgpt,ChatGPT aligned more closely with human captions
604,How do you know it doesn't look like you?,0.1390657,0.1569286,claude,Claude aligned more closely with human captions
604,"I'm calling it ""The Elephant in the Room""",0.37771064,0.2686215,chatgpt,ChatGPT aligned more closely with human captions
604,The drawing is the easy part. It's coming up with a caption that's tough.,0.30832627,0.15236136,chatgpt,ChatGPT aligned more closely with human captions
604,"Well, if you want a record of your existence, it’s either this or the tar pits.",0.2357102,0.11882334,chatgpt,ChatGPT aligned more closely with human captions
604,You should have seen my parents when I told them I didn't want to be a hunter OR a gatherer.,0.16434121,0.20424415,claude,Claude aligned more closely with human captions
605,"Due to NEA budget cuts, the painting you would have seen here will be described by my wife, Ethel, her sister, Irene, and myself.",0.057523657,0.24165954,claude,Claude aligned more closely with human captions
605,"It says ""Man Looking Stupid"". What does yours say?",0.24513632,0.3792893,claude,Claude aligned more closely with human captions
605,"Son, your Mom and I want you back in the picture.",0.10868111,0.28346777,claude,Claude aligned more closely with human captions
605,The Demoiselles d’Avignon are out to lunch. We’re the McMurrays of Hackensack.,0.1689566,0.08833312,chatgpt,ChatGPT aligned more closely with human captions
605,We're in the lower floor of IKEA....where are you?,0.098113164,0.10666782,claude,Claude aligned more closely with human captions
605,"We're life, imitating art.",0.0946959,0.34357876,claude,Claude aligned more closely with human captions
605,"Well, you're no masterpiece yourself.",0.15488493,0.18394476,claude,Claude aligned more closely with human captions
605,"Whatever you do, don’t take the stairs near the Escher painting!",0.05730263,0.11590122,claude,Claude aligned more closely with human captions
605,"You’re better off over there, in this reality Trump is president.",-0.018160935,0.08888607,claude,Claude aligned more closely with human captions
606,"As senior squeegee-man during flight simulations, moving up didn’t pan out.",0.2923574,0.14287207,chatgpt,ChatGPT aligned more closely with human captions
606,"He's always had his head in the clouds, but THIS ???",0.23148161,0.15394637,chatgpt,ChatGPT aligned more closely with human captions
606,It's the only way Delta lets you redeem their vouchers,0.17284152,0.066197604,chatgpt,ChatGPT aligned more closely with human captions
606,"OK, but he is going to have to check that bag.",0.22821125,0.18484795,chatgpt,ChatGPT aligned more closely with human captions
606,"Yep, we're lost. We passed this guy an hour ago.",0.1467181,0.11677471,chatgpt,ChatGPT aligned more closely with human captions
607,He died doing what he loved.,-0.012174513,0.14391151,claude,Claude aligned more closely with human captions
607,He touched so many lives.,0.055438053,0.23994687,claude,Claude aligned more closely with human captions
607,I guess we can stop eating kale.,-0.05302596,0.090850145,claude,Claude aligned more closely with human captions
607,I was hoping taxes would go first.,0.09811554,0.09460362,chatgpt,ChatGPT aligned more closely with human captions
607,My only regret is that he never got around to visiting your mother.,0.05757198,0.09996011,claude,Claude aligned more closely with human captions
607,Suddenly everyone has only good things to say about him.,0.1609299,0.14788473,chatgpt,ChatGPT aligned more closely with human captions
607,"Well, I guess that just leaves taxes.",0.0504,0.081611246,claude,Claude aligned more closely with human captions
607,"Well, he has no one to blame but himself.",0.023670606,0.21909657,claude,Claude aligned more closely with human captions
608,It's for when hell freezes over.,0.14959207,0.18412718,claude,Claude aligned more closely with human captions
608,No. I said streaming music.,0.21355939,0.14317183,chatgpt,ChatGPT aligned more closely with human captions
608,The hard part was transposing from C major to Fahrenheit.,0.17294487,0.24503788,claude,Claude aligned more closely with human captions
608,The hissing is coming from the congregation.,0.28135267,0.16846116,chatgpt,ChatGPT aligned more closely with human captions
608,"The last guy played beautifully, but he couldn't handle the pressure.",0.040852588,0.024501307,chatgpt,ChatGPT aligned more closely with human captions
608,The plumber was an organ donor.,0.4516397,0.09621516,chatgpt,ChatGPT aligned more closely with human captions
608,We need to screen our organ donors more closely.,0.30988118,0.023394972,chatgpt,ChatGPT aligned more closely with human captions
609,"Budget cuts, service cuts, now, cold cuts?",0.1754225,0.13852268,chatgpt,ChatGPT aligned more closely with human captions
609,He really did appoint Chris Christie as Secretary of Transportation.,0.15790847,0.10863261,chatgpt,ChatGPT aligned more closely with human captions
609,I’m just relieved Subway outbid Trojan.,0.18302132,0.17500141,chatgpt,ChatGPT aligned more closely with human captions
609,Why does everything look like food when I am on a diet?,0.226336,0.1643999,chatgpt,ChatGPT aligned more closely with human captions
609,"You realize you’ve just wasted your last wish, don’t you?",0.14289182,0.18889096,claude,Claude aligned more closely with human captions
610,"As White House chef, you must have been expecting this.",0.3036285,0.2065494,chatgpt,ChatGPT aligned more closely with human captions
610,"As the White House Chef, half the world is hailing you as a hero for at least attempting it.",0.2377022,0.1251297,chatgpt,ChatGPT aligned more closely with human captions
610,Beat until stiff meant the eggs.,0.1791412,0.25494927,claude,Claude aligned more closely with human captions
610,No one cares that the knife came out clean.,0.25758612,0.11180185,chatgpt,ChatGPT aligned more closely with human captions
610,So who's the chef at Mar-a-lago now?,0.33826727,0.21899563,chatgpt,ChatGPT aligned more closely with human captions
610,They're asking if you prefer gas or electric...,0.12050947,0.18198474,claude,Claude aligned more closely with human captions
610,When you said you were going to grill the witness I had no idea.,0.32812005,0.1259064,chatgpt,ChatGPT aligned more closely with human captions
610,"You can keep calling it ""flambé,"" but out here it's felony arson.",0.122183666,0.0065351613,chatgpt,ChatGPT aligned more closely with human captions
611,"""Fine, but for our second date you are coming sewer rafting"".",0.29863185,0.39658785,claude,Claude aligned more closely with human captions
611,Because it still beats flying United.,-0.05787082,0.013218228,claude,Claude aligned more closely with human captions
611,"Believe me, I’ve tested a lot worse things when I was in pharmaceuticals.",0.038044125,0.0144742,chatgpt,ChatGPT aligned more closely with human captions
611,Either way I’ll be a smash on Broadway.,0.09325175,0.11000569,claude,Claude aligned more closely with human captions
611,"If he can be President, I can fly.",0.1883378,0.10325658,chatgpt,ChatGPT aligned more closely with human captions
611,Wait... I was adopted?,0.05420033,0.1498093,claude,Claude aligned more closely with human captions
611,"Yeah, but I identify as a pigeon.",0.14446732,0.28554916,claude,Claude aligned more closely with human captions
611,"You need good wings to fly; a lot of people don’t know that. I know wings. I’ve got the best wings! No one ever mentions that. No one has better wings, believe me! I’m going to do so much flying you’re going to get tired of seeing me flying!",0.16737694,0.17298761,claude,Claude aligned more closely with human captions
612,A billion years of evolution and they still don't look both ways...,0.14364733,0.14913058,claude,Claude aligned more closely with human captions
612,I suspect some people will deny this ever happened.,0.05562637,-0.06696421,chatgpt,ChatGPT aligned more closely with human captions
612,I wouldn't have expected this in a million years.,0.0732182,-0.02266377,chatgpt,ChatGPT aligned more closely with human captions
612,"It's Kansas, m'am. Evolution is a crime.",0.17545956,0.043886088,chatgpt,ChatGPT aligned more closely with human captions
612,It's a textbook case--depending on which state your textbooks are from.,0.04623603,0.07556532,claude,Claude aligned more closely with human captions
612,It's going to take a while to notify all the next of kin.,0.16810277,-0.008146586,chatgpt,ChatGPT aligned more closely with human captions
612,Looks like his past caught up with him.,0.19872566,0.11545236,chatgpt,ChatGPT aligned more closely with human captions
612,The coroner said it occurred sometime between 360 million years ago and 4am.,0.028332492,-0.02443186,chatgpt,ChatGPT aligned more closely with human captions
613,Does it look like we're joking?,0.07088725,0.1120002,claude,Claude aligned more closely with human captions
613,Don't make us go for the juggler.,0.06268175,0.058483973,chatgpt,ChatGPT aligned more closely with human captions
613,"If you think he's a clown, wait until you meet your public defender.",0.16487658,0.0867152,chatgpt,ChatGPT aligned more closely with human captions
613,Roberts....make me a chair. We are going to be here a while.,0.13239712,0.13354981,claude,Claude aligned more closely with human captions
613,Start talking or we bring in the mime.,0.25707877,0.018234449,chatgpt,ChatGPT aligned more closely with human captions
613,"Unless you want a very long ride in a very small car, I suggest you start talking.",0.18167526,0.046191126,chatgpt,ChatGPT aligned more closely with human captions
613,"We are authorized to use farce, if necessary.",0.18451926,0.059995625,chatgpt,ChatGPT aligned more closely with human captions
613,“I’m the carrot. He’s the stchick”.,0.3538265,0.2241108,chatgpt,ChatGPT aligned more closely with human captions
614,I know you didn't send for a tuner. The people down in the valley did.,-0.0058028447,0.048813373,claude,Claude aligned more closely with human captions
614,I'm moving all of my music to the cloud.,0.19337237,0.07751675,chatgpt,ChatGPT aligned more closely with human captions
614,The Craigslist ad said it's free if I pick it up myself...?,0.048534907,0.028815579,chatgpt,ChatGPT aligned more closely with human captions
614,The Zen Way is on the next mountain. This is the Steinway.,0.20769298,0.10560913,chatgpt,ChatGPT aligned more closely with human captions
614,The public is saying your latest work is inaccessible.,0.10646455,0.1026027,chatgpt,ChatGPT aligned more closely with human captions
614,"To be honest with you, we regret both the promise of free delivery and the promise of lifetime tunings.",0.05749099,0.08385413,claude,Claude aligned more closely with human captions
614,Your lesson was yesterday.,0.06831386,0.036730256,chatgpt,ChatGPT aligned more closely with human captions
615,"""I hate fishing in the Hamptons"".",0.27602825,0.57535386,claude,Claude aligned more closely with human captions
615,"Finally, something my wife will let me mount in the living room.",0.18640265,0.31772137,claude,Claude aligned more closely with human captions
615,"First, I set the mood.",0.2570848,0.19618924,chatgpt,ChatGPT aligned more closely with human captions
615,"I can hear the wife now: ""You caught it, you clean it.""",0.28014737,0.3668905,claude,Claude aligned more closely with human captions
615,I've finally caught something my wife will let me hang in the living room.,0.27276015,0.3690827,claude,Claude aligned more closely with human captions
615,It's the Trump lure -- it works best with bottom feeders.,0.14274676,0.20428975,claude,Claude aligned more closely with human captions
615,Too bad it's catch and release. My wife would love this.,0.067592286,0.22148702,claude,Claude aligned more closely with human captions
615,We must be at Pier 1.,0.11347324,0.16039264,claude,Claude aligned more closely with human captions
616,Do you have any idea who you're talking to?,0.2175382,0.20231906,chatgpt,ChatGPT aligned more closely with human captions
616,Here's my resignation. I just don't feel like I have a voice here.,0.17704585,0.16219637,chatgpt,ChatGPT aligned more closely with human captions
616,I want to report inappropriate touching.,0.079681545,0.023826316,chatgpt,ChatGPT aligned more closely with human captions
616,I’ve advised my client not to talk.,0.13917994,0.15225272,claude,Claude aligned more closely with human captions
616,"Sure, you may be busy but my boss is literally up my ass.",0.115231276,-0.0031585358,chatgpt,ChatGPT aligned more closely with human captions
616,The memo speaks for itself. Which is more than I can say for Brad here.,0.1363366,0.14979592,claude,Claude aligned more closely with human captions
616,We want time-and-a-half.,0.11967848,0.15551896,claude,Claude aligned more closely with human captions
617,But before we head down... a short fire-safety video...,0.30656493,0.21912852,chatgpt,ChatGPT aligned more closely with human captions
617,I wonder if he moved that pitchfork a little left would we get better reception?,0.18513541,0.16716638,chatgpt,ChatGPT aligned more closely with human captions
617,It's either this or the PBS pledge drive.,0.16938609,0.14326335,chatgpt,ChatGPT aligned more closely with human captions
617,"No, only the Catholics have real flames. We’re all Episcopalians.",0.20749632,-0.016283276,chatgpt,ChatGPT aligned more closely with human captions
617,"No, purgatory. In hell, it's Fox News 24/7.",0.50360316,-0.02000446,chatgpt,ChatGPT aligned more closely with human captions
617,"No, this is Purgatory. Hell has FOX 24/7.",0.4713967,0.055643603,chatgpt,ChatGPT aligned more closely with human captions
617,So this is ironic... last week I was standing next to a fire and watching naked people on TV.,0.25872782,0.10882586,chatgpt,ChatGPT aligned more closely with human captions
617,They've been making due with this ever since the place froze over in 2016.,0.12692304,0.030574974,chatgpt,ChatGPT aligned more closely with human captions
618,"And this is a unicorn, a rare being most don’t even believe exists. Come to think of it, you have a lot in common with him, Black Guy In A New Yorker Cartoon.",0.053259585,0.044352617,chatgpt,ChatGPT aligned more closely with human captions
618,"I also have a centaur, but it makes people uncomfortable.",0.049761374,0.077032074,claude,Claude aligned more closely with human captions
618,"In my defense, it came out of nowhere.",0.09220302,0.04145097,chatgpt,ChatGPT aligned more closely with human captions
618,It was hit or myth.,0.023663646,-0.014782812,chatgpt,ChatGPT aligned more closely with human captions
618,It’s on the enchanted species list.,0.04191114,-0.041061185,chatgpt,ChatGPT aligned more closely with human captions
618,"Strangely enough, you are the first person to ask about the clock.",0.08075185,0.13430719,claude,Claude aligned more closely with human captions
618,Well of course they don’t exist. Now.,0.06601627,-0.022030482,chatgpt,ChatGPT aligned more closely with human captions
618,Where did you get the clock?,0.08849586,0.034894954,chatgpt,ChatGPT aligned more closely with human captions
619,... and now for the final part of your interview ...,0.2511894,0.19663131,chatgpt,ChatGPT aligned more closely with human captions
619,"Also, if you can pull the stuck page out of the copier you become the rightful Head of Finance.",0.056349806,0.07860337,claude,Claude aligned more closely with human captions
619,At least you didn't get the axe.,0.107632086,0.07293997,chatgpt,ChatGPT aligned more closely with human captions
619,If you can remove it... it means your heart is pure. But you can no longer work in sales.,0.17664644,0.06269403,chatgpt,ChatGPT aligned more closely with human captions
619,It was a very hostile takeover.,0.27577564,0.083884716,chatgpt,ChatGPT aligned more closely with human captions
619,The pen is taking it pretty hard.,0.042879377,0.043559205,claude,Claude aligned more closely with human captions
620,"It was a biblical typo.  It's really called the ""Rupture.""",0.23643205,0.17905447,chatgpt,ChatGPT aligned more closely with human captions
620,It's not the end of the world if he misses.,0.21286446,0.21614371,claude,Claude aligned more closely with human captions
620,"Lower it a bit, Mar-a-Lago's just coming back around.",0.15800391,0.081592835,chatgpt,ChatGPT aligned more closely with human captions
620,"Most of them have candy, this ones filled with nuts.",-0.04551366,0.12513837,claude,Claude aligned more closely with human captions
