contest,ai_model,ai_caption,human_caption,semantic_similarity,category_human,theme,svg_path
603,Claude,"I like the absurdist, minimalist style of this cartoon sketch. Let's see, how about a caption playing off the explorer/mountain climber vibe, but with an unexpected twist:

""Having conquered Everest, the expedition moved on to the uncharted wilds of the dining room.""

The juxtaposition of treating an ordinary domestic scene as if it were an epic adventure adds an element of silly humor. Of course, humor is quite subjective, so",I can't seat you until you are fully present.,0.12921485,Top 5 Unfunny,work,similarity_values/603.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?",You should have seen my parents when I told them I didn't want to be a hunter OR a gatherer.,0.18704355,Top 5 Funny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?",You should have seen my parents when I told them I didn't want to be a hunter OR a gatherer.,0.18704355,Top 5 Unfunny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?","Well, if you want a record of your existence, it’s either this or the tar pits.",0.18551826,Top 5 Funny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?","Well, if you want a record of your existence, it’s either this or the tar pits.",0.18551826,Top 5 Unfunny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?","I'm calling it ""The Elephant in the Room""",0.21786842,Top 5 Funny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?",How do you know it doesn't look like you?,0.17267036,Top 5 Funny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?",How do you know it doesn't look like you?,0.17267036,Top 5 Unfunny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?",The drawing is the easy part. It's coming up with a caption that's tough.,0.33316413,Top 5 Funny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?",The drawing is the easy part. It's coming up with a caption that's tough.,0.33316413,Top 5 Unfunny,work,similarity_values/604.svg
604,ChatGPT (gpt-4o),"Honestly, Stan, it’s called artistic license. You think I walk around with a paintbrush?",Don't worry - no one will see this in a million years.,0.12183027,Top 5 Unfunny,work,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.",You should have seen my parents when I told them I didn't want to be a hunter OR a gatherer.,0.09662218,Top 5 Funny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.",You should have seen my parents when I told them I didn't want to be a hunter OR a gatherer.,0.09662218,Top 5 Unfunny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.","Well, if you want a record of your existence, it’s either this or the tar pits.",0.13404682,Top 5 Funny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.","Well, if you want a record of your existence, it’s either this or the tar pits.",0.13404682,Top 5 Unfunny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.","I'm calling it ""The Elephant in the Room""",0.47833392,Top 5 Funny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.",How do you know it doesn't look like you?,0.15854514,Top 5 Funny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.",How do you know it doesn't look like you?,0.15854514,Top 5 Unfunny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.",The drawing is the easy part. It's coming up with a caption that's tough.,0.21363258,Top 5 Funny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.",The drawing is the easy part. It's coming up with a caption that's tough.,0.21363258,Top 5 Unfunny,animals,similarity_values/604.svg
604,Claude,"Relax, everything will be irrelephant when the world ends.""

The cartoon depicts an absurd existential scene, with an elephant standing calmly while a distraught person gestures at an apocalyptic backdrop.",Don't worry - no one will see this in a million years.,0.20600623,Top 5 Unfunny,animals,similarity_values/604.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"Whatever you do, don’t take the stairs near the Escher painting!",0.20652655,Top 5 Funny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"Son, your Mom and I want you back in the picture.",0.08146919,Top 5 Funny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,The Demoiselles d’Avignon are out to lunch. We’re the McMurrays of Hackensack.,0.050198723,Top 5 Funny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"Due to NEA budget cuts, the painting you would have seen here will be described by my wife, Ethel, her sister, Irene, and myself.",0.26914626,Top 5 Funny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"Due to NEA budget cuts, the painting you would have seen here will be described by my wife, Ethel, her sister, Irene, and myself.",0.26914626,Top 5 Unfunny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"It says ""Man Looking Stupid"". What does yours say?",0.22667184,Top 5 Funny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,We're in the lower floor of IKEA....where are you?,0.0068204077,Top 5 Unfunny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"We're life, imitating art.",0.38808358,Top 5 Unfunny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"Well, you're no masterpiece yourself.",0.17023954,Top 5 Unfunny,work,similarity_values/605.svg
605,ChatGPT (gpt-4o),Frank was starting to suspect the art world was just an elaborate ruse to critique his fashion choices.,"You’re better off over there, in this reality Trump is president.",0.028682286,Top 5 Unfunny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","Whatever you do, don’t take the stairs near the Escher painting!",0.13159083,Top 5 Funny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","Son, your Mom and I want you back in the picture.",0.22448972,Top 5 Funny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol",The Demoiselles d’Avignon are out to lunch. We’re the McMurrays of Hackensack.,0.122631945,Top 5 Funny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","Due to NEA budget cuts, the painting you would have seen here will be described by my wife, Ethel, her sister, Irene, and myself.",0.25041643,Top 5 Funny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","Due to NEA budget cuts, the painting you would have seen here will be described by my wife, Ethel, her sister, Irene, and myself.",0.25041643,Top 5 Unfunny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","It says ""Man Looking Stupid"". What does yours say?",0.32748678,Top 5 Funny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol",We're in the lower floor of IKEA....where are you?,0.14160329,Top 5 Unfunny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","We're life, imitating art.",0.289564,Top 5 Unfunny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","Well, you're no masterpiece yourself.",0.15076101,Top 5 Unfunny,work,similarity_values/605.svg
605,Claude,"No need to introduce yourself. We've known each other for years - we're literally part of the same frame.""

The caption plays on the dual meaning of ""frame"" - the picture frame the characters are drawn in, as well as the idiom of someone being ""framed"" or falsely accused of a crime. It humorously suggests the characters have an intimate familiarity simply by virtue of being sketched together in this single cartoon panel, as if that makes them ol","You’re better off over there, in this reality Trump is president.",0.058535226,Top 5 Unfunny,work,similarity_values/605.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"Yep, we're lost. We passed this guy an hour ago.",0.2668343,Top 5 Funny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"Yep, we're lost. We passed this guy an hour ago.",0.2668343,Top 5 Unfunny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"As senior squeegee-man during flight simulations, moving up didn’t pan out.",0.25244424,Top 5 Funny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"As senior squeegee-man during flight simulations, moving up didn’t pan out.",0.25244424,Top 5 Unfunny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"He's always had his head in the clouds, but THIS ???",0.10342391,Top 5 Funny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"He's always had his head in the clouds, but THIS ???",0.10342391,Top 5 Unfunny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"OK, but he is going to have to check that bag.",0.19189376,Top 5 Funny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,"OK, but he is going to have to check that bag.",0.19189376,Top 5 Unfunny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,It's the only way Delta lets you redeem their vouchers,0.19138815,Top 5 Funny,technology,similarity_values/606.svg
606,ChatGPT (gpt-4o),Looks like our in-flight Wi-Fi is down again.,It's the only way Delta lets you redeem their vouchers,0.19138815,Top 5 Unfunny,technology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","Yep, we're lost. We passed this guy an hour ago.",0.12319292,Top 5 Funny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","Yep, we're lost. We passed this guy an hour ago.",0.12319292,Top 5 Unfunny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","As senior squeegee-man during flight simulations, moving up didn’t pan out.",0.28439367,Top 5 Funny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","As senior squeegee-man during flight simulations, moving up didn’t pan out.",0.28439367,Top 5 Unfunny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","He's always had his head in the clouds, but THIS ???",0.20690957,Top 5 Funny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","He's always had his head in the clouds, but THIS ???",0.20690957,Top 5 Unfunny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","OK, but he is going to have to check that bag.",0.19417821,Top 5 Funny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.","OK, but he is going to have to check that bag.",0.19417821,Top 5 Unfunny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.",It's the only way Delta lets you redeem their vouchers,0.13710485,Top 5 Funny,psychology,similarity_values/606.svg
606,Claude,"Johnson, you're fired! And before we land, give me your parachute - you won't be needing it anymore.""

The cartoon humorously depicts a callous boss coldly firing an employee mid-flight while they travel together in a small airplane.",It's the only way Delta lets you redeem their vouchers,0.13710485,Top 5 Unfunny,psychology,similarity_values/606.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,He touched so many lives.,0.19114995,Top 5 Funny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,I was hoping taxes would go first.,0.09066662,Top 5 Funny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,I was hoping taxes would go first.,0.09066662,Top 5 Unfunny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,My only regret is that he never got around to visiting your mother.,0.20750102,Top 5 Funny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,"Well, I guess that just leaves taxes.",-0.0041192267,Top 5 Funny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,I guess we can stop eating kale.,0.1229448,Top 5 Funny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,I guess we can stop eating kale.,0.1229448,Top 5 Unfunny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,He died doing what he loved.,0.1495421,Top 5 Unfunny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,"Well, he has no one to blame but himself.",0.179768,Top 5 Unfunny,psychology,similarity_values/607.svg
607,ChatGPT (gpt-4o),Why are we staring? He’s the one who can’t move.,Suddenly everyone has only good things to say about him.,0.19370738,Top 5 Unfunny,psychology,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",He touched so many lives.,0.10064435,Top 5 Funny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",I was hoping taxes would go first.,0.013673873,Top 5 Funny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",I was hoping taxes would go first.,0.013673873,Top 5 Unfunny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",My only regret is that he never got around to visiting your mother.,0.03661835,Top 5 Funny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.","Well, I guess that just leaves taxes.",-0.03221193,Top 5 Funny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",I guess we can stop eating kale.,0.034844764,Top 5 Funny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",I guess we can stop eating kale.,0.034844764,Top 5 Unfunny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",He died doing what he loved.,0.022071745,Top 5 Unfunny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.","Well, he has no one to blame but himself.",0.06909377,Top 5 Unfunny,work,similarity_values/607.svg
607,Claude,"I appreciate you taking time to see my modern art installation, but this is just the men's room mirror.""

The cartoon humorously portrays a man explaining his reflection and the ornate bathroom mirror frame as if it were an avant-garde art piece to a confused onlooker.",Suddenly everyone has only good things to say about him.,0.02939324,Top 5 Unfunny,work,similarity_values/607.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",We need to screen our organ donors more closely.,0.46814394,Top 5 Funny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",We need to screen our organ donors more closely.,0.46814394,Top 5 Unfunny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",It's for when hell freezes over.,0.15893804,Top 5 Funny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",The hard part was transposing from C major to Fahrenheit.,0.2504984,Top 5 Funny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",No. I said streaming music.,0.11003387,Top 5 Funny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",No. I said streaming music.,0.11003387,Top 5 Unfunny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.","The last guy played beautifully, but he couldn't handle the pressure.",-0.0069091357,Top 5 Funny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.","The last guy played beautifully, but he couldn't handle the pressure.",-0.0069091357,Top 5 Unfunny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",The plumber was an organ donor.,0.4340987,Top 5 Unfunny,work,similarity_values/608.svg
608,ChatGPT (gpt-4o),"As you can see, upgrading the organ also slightly improved the church's heating system.",The hissing is coming from the congregation.,0.26749372,Top 5 Unfunny,work,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",We need to screen our organ donors more closely.,0.40649885,Top 5 Funny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",We need to screen our organ donors more closely.,0.40649885,Top 5 Unfunny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",It's for when hell freezes over.,0.25071958,Top 5 Funny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",The hard part was transposing from C major to Fahrenheit.,0.11446755,Top 5 Funny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",No. I said streaming music.,0.092919864,Top 5 Funny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",No. I said streaming music.,0.092919864,Top 5 Unfunny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.","The last guy played beautifully, but he couldn't handle the pressure.",0.09918143,Top 5 Funny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.","The last guy played beautifully, but he couldn't handle the pressure.",0.09918143,Top 5 Unfunny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",The plumber was an organ donor.,0.46100363,Top 5 Unfunny,technology,similarity_values/608.svg
608,Claude,"I told you the pipe organ would make an impressive Zoom background, but this is ridiculous!""

The absurdist caption humorously juxtaposes the massive pipe organ, normally found in a grand church or concert hall setting, with the mundane realities of remote work and video conferencing during the pandemic era.",The hissing is coming from the congregation.,0.3263219,Top 5 Unfunny,technology,similarity_values/608.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.",He really did appoint Chris Christie as Secretary of Transportation.,-0.028975442,Top 5 Funny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.",He really did appoint Chris Christie as Secretary of Transportation.,-0.028975442,Top 5 Unfunny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.",I’m just relieved Subway outbid Trojan.,0.17380448,Top 5 Funny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.",I’m just relieved Subway outbid Trojan.,0.17380448,Top 5 Unfunny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.",Why does everything look like food when I am on a diet?,0.14467327,Top 5 Funny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.",Why does everything look like food when I am on a diet?,0.14467327,Top 5 Unfunny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.","You realize you’ve just wasted your last wish, don’t you?",0.06755546,Top 5 Funny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.","You realize you’ve just wasted your last wish, don’t you?",0.06755546,Top 5 Unfunny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.","Budget cuts, service cuts, now, cold cuts?",0.088670656,Top 5 Funny,parenting,similarity_values/609.svg
609,ChatGPT (gpt-4o),"Remember, honey, we need the H14 Line for veggie wraps. This one’s a meatball sub.","Budget cuts, service cuts, now, cold cuts?",0.088670656,Top 5 Unfunny,parenting,similarity_values/609.svg
609,Claude,"Looks like the turkey sandwiches are really piling up this year. Management may need to rethink this open office floor plan.""

The cartoon puts a humorous twist on the common workplace issues of open office layouts and repetitive office lunches by depicting comically oversized stacks of turkey sandwiches separated by low cubicle walls.",He really did appoint Chris Christie as Secretary of Transportation.,0.06338139,Top 5 Funny,work,similarity_values/609.svg
609,Claude,"Looks like the turkey sandwiches are really piling up this year. Management may need to rethink this open office floor plan.""

The cartoon puts a humorous twist on the common workplace issues of open office layouts and repetitive office lunches by depicting comically oversized stacks of turkey sandwiches separated by low cubicle walls.",He really did appoint Chris Christie as Secretary of Transportation.,0.06338139,Top 5 Unfunny,work,similarity_values/609.svg
