contest,caption,model,has_question_mark,ends_with_punctuation,caption_length,funny_votes,unfunny_votes,votes,category,source
566,Call him Ishmeow.,Human,False,True,17,226,475,976,Top 5 Unfunny,human
566,Am I the only one who misses the parrot?,Human,True,True,40,182,463,954,Top 5 Unfunny,human
566,Call him Ishmeow.,Human,False,True,17,226,475,976,Top 5 Funny,human
566,He calls it Ishmeow,Human,False,False,19,162,454,858,Top 5 Unfunny,human
567,And yet you embraced the standing desk.,Human,False,True,39,517,816,2160,Top 5 Funny,human
567,Then quit making the meetings so early.,Human,False,True,39,433,800,2085,Top 5 Funny,human
567,"Are you in my dream, or am I in your office?",Human,True,True,44,394,889,1886,Top 5 Funny,human
567,Like I'm the first person who's tried sleeping their way to the top.,Human,False,True,68,821,1060,2943,Top 5 Unfunny,human
567,It's called a Murphy desk.,Human,False,True,26,515,989,2318,Top 5 Unfunny,human
567,"Are you in my dream, or am I in your office?",Human,True,True,44,394,889,1886,Top 5 Unfunny,human
567,Sorry I'm late. I had trouble getting out of bed this morning.,Human,False,True,62,329,871,1813,Top 5 Unfunny,human
567,And yet you embraced the standing desk.,Human,False,True,39,517,816,2160,Top 5 Unfunny,human
567,Like I'm the first person who's tried sleeping their way to the top.,Human,False,True,68,821,1060,2943,Top 5 Funny,human
567,It's called a Murphy desk.,Human,False,True,26,515,989,2318,Top 5 Funny,human
568,Our timeshare presentation will begin in about 5 minutes.,Human,False,True,57,600,955,2353,Top 5 Funny,human
568,"Grammatically, indeed it IS sleep with the fish, not 'fishes'.",Human,False,True,62,454,816,1768,Top 5 Funny,human
568,So when are you two taking the plunge?,Human,True,True,38,412,957,2067,Top 5 Funny,human
568,How was your flight in on United?,Human,True,True,33,600,1207,2562,Top 5 Unfunny,human
568,So Vito tells me you're leaving the organization.,Human,False,True,49,576,1105,2574,Top 5 Unfunny,human
568,So when are you two taking the plunge?,Human,True,True,38,412,957,2067,Top 5 Unfunny,human
568,Our timeshare presentation will begin in about 5 minutes.,Human,False,True,57,600,955,2353,Top 5 Unfunny,human
568,I know this isn't the kind of farewell party you were expecting.,Human,False,True,64,293,860,1839,Top 5 Unfunny,human
568,How was your flight in on United?,Human,True,True,33,600,1207,2562,Top 5 Funny,human
568,So Vito tells me you're leaving the organization.,Human,False,True,49,576,1105,2574,Top 5 Funny,human
569,At this time I'd like to turn it over to Mr. Thompson from our satellite office.,Human,False,True,80,465,1011,2258,Top 5 Unfunny,human
569,This is no time for levity.,Human,False,True,27,544,1093,2560,Top 5 Unfunny,human
569,He's been suspended indefinitely.,Human,False,True,33,787,870,2578,Top 5 Funny,human
569,"I think you fail to recognize the gravity of our situation, Atkins.",Human,False,True,67,743,1043,2789,Top 5 Funny,human
569,"Three yea's, six ney's, and Anderson is still up in the air on this one.",Human,False,True,72,1014,1016,3304,Top 5 Unfunny,human
569,The memo said to 'expect incoming male' but we had assumed it was a typo,Human,False,False,72,560,1033,2475,Top 5 Unfunny,human
569,"I think you fail to recognize the gravity of our situation, Atkins.",Human,False,True,67,743,1043,2789,Top 5 Unfunny,human
569,"Three yea's, six ney's, and Anderson is still up in the air on this one.",Human,False,True,72,1014,1016,3304,Top 5 Funny,human
569,The memo said to 'expect incoming male' but we had assumed it was a typo,Human,False,False,72,560,1033,2475,Top 5 Funny,human
569,This is no time for levity.,Human,False,True,27,544,1093,2560,Top 5 Funny,human
570,I didn't know they still made Cracker Jacks.,Human,False,True,44,454,1053,1730,Top 5 Unfunny,human
570,You might want to rethink your ringtone,Human,False,False,39,529,589,1839,Top 5 Unfunny,human
570,Maybe because they took down that Confederate statue.,Human,False,True,53,309,678,1501,Top 5 Unfunny,human
570,The seeded bagel may not have been your best choice.,Human,False,True,52,167,595,1172,Top 5 Unfunny,human
570,My favorite? Rear Window. You?,Human,True,True,30,299,626,1367,Top 5 Unfunny,human
570,You might want to rethink your ringtone,Human,False,False,39,529,589,1839,Top 5 Funny,human
570,You shouldn't have opened that can of worms.,Human,False,True,44,519,573,1718,Top 5 Funny,human
570,I didn't know they still made Cracker Jacks.,Human,False,True,44,454,1053,1730,Top 5 Funny,human
570,"It could be worse, squirrels would be after your nuts.",Human,False,True,54,418,558,1402,Top 5 Funny,human
570,"Normally, one in the hand is sufficient.",Human,False,True,40,402,525,1524,Top 5 Funny,human
571,I know. I know. I have anchor management issues.,Human,False,True,48,957,1536,3754,Top 5 Unfunny,human
571,"Arrgh, we'll see if the bathroom key goes missing now!",Human,False,True,54,1181,1558,4421,Top 5 Unfunny,human
571,It's no wonder this place has struggled to stay afloat,Human,False,False,54,698,1596,3671,Top 5 Unfunny,human
571,Or you could just move the damn coffee maker.,Human,False,True,45,837,1645,3966,Top 5 Unfunny,human
571,Why? Because every mall needs an anchor store.,Human,True,True,46,602,1891,3328,Top 5 Unfunny,human
571,"It was free, but the shipping cost me an arm and a leg.",Human,False,True,55,966,1088,3137,Top 5 Funny,human
571,I know. I know. I have anchor management issues.,Human,False,True,48,957,1536,3754,Top 5 Funny,human
571,Now let's see 'em walk off with the bathroom key!,Human,False,True,49,1346,1457,4527,Top 5 Funny,human
571,"Arrgh, we'll see if the bathroom key goes missing now!",Human,False,True,54,1181,1558,4421,Top 5 Funny,human
571,"So I tell Pete, I'd give my right hand for an anchor like that.",Human,False,True,63,930,1528,3744,Top 5 Funny,human
572,"The car, the house--it's always a competition with him.",Human,False,True,55,152,448,803,Top 5 Unfunny,human
572,"THEIR BEACHBALL IS OUT OF ORDER. Ours goes pink, yellow, green, blue.",Human,False,True,69,135,398,633,Top 5 Unfunny,human
572,"They've appeared out of nowhere , in pools all over the world.",Human,False,True,62,157,477,817,Top 5 Unfunny,human
572,"He has a bigger house, a bigger car, and now a bigger ball - need I go on?",Human,True,True,74,208,548,930,Top 5 Unfunny,human
572,"Well, where do you think these little balls come from?",Human,True,True,54,350,794,1400,Top 5 Unfunny,human
572,"""I'll catch it"", was the last I heard.",Human,False,True,38,141,254,553,Top 5 Funny,human
572,"The car, the house--it's always a competition with him.",Human,False,True,55,152,448,803,Top 5 Funny,human
572,"They've appeared out of nowhere , in pools all over the world.",Human,False,True,62,157,477,817,Top 5 Funny,human
572,"He has a bigger house, a bigger car, and now a bigger ball - need I go on?",Human,True,True,74,208,548,930,Top 5 Funny,human
572,"Well, where do you think these little balls come from?",Human,True,True,54,350,794,1400,Top 5 Funny,human
573,I have a hunch I'm in the placebo group.,Human,False,True,40,1149,999,3656,Top 5 Funny,human
573,It's the Heineken maneuver.,Human,False,True,27,1115,937,3212,Top 5 Funny,human
573,My blood alcohol was dangerously low.,Human,False,True,37,1024,918,3340,Top 5 Funny,human
573,You have to leave now. Visiting hours are over and happy hours are starting.,Human,False,True,76,964,1022,3608,Top 5 Funny,human
573,"I have no idea, but it was the only thing TrumpCare would pay for.",Human,False,True,66,888,866,2770,Top 5 Funny,human
573,It's the only treatment covered by my insurance.,Human,False,True,48,678,1391,2914,Top 5 Unfunny,human
573,It's suprisingly good for hospital beer.,Human,False,True,40,723,1015,2934,Top 5 Unfunny,human
573,You have to leave now. Visiting hours are over and happy hours are starting.,Human,False,True,76,964,1022,3608,Top 5 Unfunny,human
573,"I said, ""Give it to me straight, Doc""",Human,False,False,37,825,1092,3140,Top 5 Unfunny,human
573,"Medical license? No, but he has a liquor license.",Human,True,True,49,640,1239,2769,Top 5 Unfunny,human
574,Something tells me that there are two prime rib steaks sitting on my desk.,Human,False,True,74,1397,1491,4539,Top 5 Unfunny,human
574,Didn’t we cook the books last quarter?,Human,True,True,38,624,1540,3413,Top 5 Unfunny,human
574,I normally love grilling but this feels like work.,Human,False,True,50,1009,1557,4213,Top 5 Unfunny,human
574,I roast my case.,Human,False,True,16,1171,1627,4412,Top 5 Unfunny,human
574,"No, I won't be going back to work on Monday. Why do you ask?",Human,True,True,60,1111,1255,4060,Top 5 Funny,human
574,I roast my case.,Human,False,True,16,1171,1627,4412,Top 5 Funny,human
574,"He told me to cook the books, but didn't say for how long.",Human,False,True,58,1307,1345,4666,Top 5 Funny,human
574,Cases like this are rare.,Human,False,True,25,1346,1590,4825,Top 5 Funny,human
574,Cases like this are rare.,Human,False,True,25,1346,1590,4825,Top 5 Unfunny,human
574,Something tells me that there are two prime rib steaks sitting on my desk.,Human,False,True,74,1397,1491,4539,Top 5 Funny,human
575,We sue at dawn.,Human,False,True,15,3513,2398,8955,Top 5 Unfunny,human
575,We sue at dawn.,Human,False,True,15,3513,2398,8955,Top 5 Funny,human
575,Let's pick up the pace. They're billing by the hour.,Human,False,True,52,3249,1879,8330,Top 5 Funny,human
575,Hostile takeovers ain’t what they used to be.,Human,False,True,45,2896,3190,9148,Top 5 Funny,human
575,The field will soon be littered with habeas corpuses.,Human,False,True,53,2782,2498,8215,Top 5 Funny,human
575,The streets will run red with tape,Human,False,False,34,2013,2282,6622,Top 5 Unfunny,human
575,"We may have lost the battle, but we'll win the appeal.",Human,False,True,54,2330,2065,7535,Top 5 Funny,human
575,Hostile takeovers ain’t what they used to be.,Human,False,True,45,2896,3190,9148,Top 5 Unfunny,human
575,I hate legal battles.,Human,False,True,21,1619,2376,6121,Top 5 Unfunny,human
575,The field will soon be littered with habeas corpuses.,Human,False,True,53,2782,2498,8215,Top 5 Unfunny,human
576,Our parents won't approve; you're Jewish and I'm a Wasp.,Human,False,True,56,239,431,1004,Top 5 Unfunny,human
576,I’m the head beekeeper!!!,Human,False,True,25,196,449,773,Top 5 Unfunny,human
576,Ignore me and I'll go away.,Human,False,True,27,712,1019,2006,Top 5 Unfunny,human
576,Could be worse...I could be back at the White House doing press briefings.,Human,False,True,74,202,367,820,Top 5 Funny,human
576,Our parents won't approve; you're Jewish and I'm a Wasp.,Human,False,True,56,239,431,1004,Top 5 Funny,human
576,Don't blow my cover. I'm in the middle of a sting operation.,Human,False,True,60,204,318,830,Top 5 Funny,human
576,Ignore me and I'll go away.,Human,False,True,27,712,1019,2006,Top 5 Funny,human
576,I can't go. I've been elected queen.,Human,False,True,36,203,407,925,Top 5 Unfunny,human
576,I can't go. I've been elected queen.,Human,False,True,36,203,407,925,Top 5 Funny,human
576,"You still have two wishes left, right?",Human,True,True,38,199,414,875,Top 5 Unfunny,human
577,"When I said I wanted some concessions, this is not what I had in mind.",Human,False,True,70,1956,1593,5893,Top 5 Funny,human
577,Your mother and I don't think working from home is a good idea.,Human,False,True,63,1771,1530,5347,Top 5 Funny,human
577,Ask if they deliver.,Human,False,True,20,1652,1198,4467,Top 5 Funny,human
577,I thought winning tacos for life would be a little different.,Human,False,True,61,1630,1557,5463,Top 5 Funny,human
577,I guess I thought a la cart meant something else.,Human,False,True,49,1462,1599,5101,Top 5 Funny,human
577,I feel like he knows I wrote that Yelp review.,Human,False,True,46,1402,1815,5371,Top 5 Unfunny,human
577,It's included with our Amazon Prime.,Human,False,True,36,975,1651,4158,Top 5 Unfunny,human
577,"When I said I wanted some concessions, this is not what I had in mind.",Human,False,True,70,1956,1593,5893,Top 5 Unfunny,human
577,I guess I thought a la cart meant something else.,Human,False,True,49,1462,1599,5101,Top 5 Unfunny,human
577,"What do you mean, we're ""outside your delivery radius""?",Human,True,True,55,1244,1745,4616,Top 5 Unfunny,human
578,It's his last shift before he becomes White House Chief of Staff.,Human,False,True,65,1691,2883,6693,Top 5 Unfunny,human
578,"Apparently ""pepperoni pizza"" autocorrects to ""paparazzi posse"".",Human,False,True,63,2271,2984,8274,Top 5 Unfunny,human
578,And only last week he was the press secretary.,Human,False,True,46,3279,3271,9934,Top 5 Unfunny,human
578,"Don't worry, your wife'll never find out. Nobody ever comes here.",Human,False,True,65,3069,3370,10370,Top 5 Unfunny,human
578,"The food is ok, but the media coverage is excellent.",Human,False,True,52,2741,2715,9858,Top 5 Funny,human
578,This is the last time we dine at Scaramucci's.,Human,False,True,46,3024,3343,9387,Top 5 Funny,human
578,"Don't worry, your wife'll never find out. Nobody ever comes here.",Human,False,True,65,3069,3370,10370,Top 5 Funny,human
578,And only last week he was the press secretary.,Human,False,True,46,3279,3271,9934,Top 5 Funny,human
578,"Just for fun, let's send it back.",Human,False,True,33,3815,2792,10248,Top 5 Funny,human
578,This is the last time we dine at Scaramucci's.,Human,False,True,46,3024,3343,9387,Top 5 Unfunny,human
579,Get over yourself... it was ONE mouse!,Human,False,True,38,1195,1185,3977,Top 5 Funny,human
579,"A royal heir? Nice try, but you're still getting neutered.",Human,True,True,58,880,1529,3968,Top 5 Unfunny,human
579,"He does know the dog got more votes, right?",Human,True,True,43,1380,1495,4620,Top 5 Funny,human
579,"No, your majesty, eating the canaries was not what we meant when we asked you to stop the tweeting.",Human,False,True,99,1151,1605,4230,Top 5 Unfunny,human
579,"Whatever, he still shits in a box.",Human,False,True,34,1067,1653,3930,Top 5 Unfunny,human
579,The truth is you came from a box of free kittens.,Human,False,True,49,2250,2163,6602,Top 5 Unfunny,human
579,"No, your majesty, eating the canaries was not what we meant when we asked you to stop the tweeting.",Human,False,True,99,1151,1605,4230,Top 5 Funny,human
579,The taxidermist really captured his personality.,Human,False,True,48,1381,1560,4415,Top 5 Unfunny,human
579,The truth is you came from a box of free kittens.,Human,False,True,49,2250,2163,6602,Top 5 Funny,human
579,The taxidermist really captured his personality.,Human,False,True,48,1381,1560,4415,Top 5 Funny,human
580,"He said one knight stand, didn’t he?",Human,True,True,36,999,1943,4164,Top 5 Unfunny,human
580,I'm swinging in the reign.,Human,False,True,26,1395,1875,5071,Top 5 Unfunny,human
580,It's a gift from King Hammacher of Schlemmer.,Human,False,True,45,1183,1956,4757,Top 5 Unfunny,human
580,"When he starts acting like a king, I'll start acting like a guard.",Human,False,True,66,1725,2037,6176,Top 5 Funny,human
580,I'm swinging in the reign.,Human,False,True,26,1395,1875,5071,Top 5 Funny,human
580,Wake me when things are great again.,Human,False,True,36,1110,1715,4447,Top 5 Funny,human
580,It's a gift from King Hammacher of Schlemmer.,Human,False,True,45,1183,1956,4757,Top 5 Funny,human
580,"When he starts acting like a king, I'll start acting like a guard.",Human,False,True,66,1725,2037,6176,Top 5 Unfunny,human
580,"Technically, I'm guarding two posts.",Human,False,True,36,1284,1959,5150,Top 5 Unfunny,human
580,"Technically, I'm guarding two posts.",Human,False,True,36,1284,1959,5150,Top 5 Funny,human
581,It gets chilly at night in the desert.,Human,False,True,38,245,525,879,Top 5 Funny,human
581,Expect a chilly reception at the circumcision symposium.,Human,False,True,56,822,951,2003,Top 5 Funny,human
581,...and this is just one sample of what I can do with the foreskins.,Human,False,True,67,164,377,603,Top 5 Funny,human
581,"Put this on, take two tablets, and call me in the morning.",Human,False,True,58,130,355,649,Top 5 Funny,human
581,Expect a chilly reception at the circumcision symposium.,Human,False,True,56,822,951,2003,Top 5 Unfunny,human
581,Your mother wanted me to give you this.,Human,False,True,39,315,661,1171,Top 5 Unfunny,human
581,It gets chilly at night in the desert.,Human,False,True,38,245,525,879,Top 5 Unfunny,human
581,Your mother wanted me to give you this.,Human,False,True,39,315,661,1171,Top 5 Funny,human
581,"Put this on, take two tablets, and call me in the morning.",Human,False,True,58,130,355,649,Top 5 Unfunny,human
581,...and this is just one sample of what I can do with the foreskins.,Human,False,True,67,164,377,603,Top 5 Unfunny,human
582,I'll order. You pick up.,Human,False,True,24,542,457,1744,Top 5 Funny,human
582,"Yes, I see the train but I think we can beat it.",Human,False,True,48,1029,805,2747,Top 5 Funny,human
582,"You can knock off the heavy breathing back there, Gwendolyn. I know you're not pedaling.",Human,False,True,88,629,649,2205,Top 5 Funny,human
582,"Well technically, you ran the red light.",Human,False,True,40,603,494,1907,Top 5 Funny,human
582,This would be a lot easier if you dropped the restraining order.,Human,False,True,64,570,666,1900,Top 5 Funny,human
582,"Yes, I see the train but I think we can beat it.",Human,False,True,48,1029,805,2747,Top 5 Unfunny,human
582,This would be a lot easier if you dropped the restraining order.,Human,False,True,64,570,666,1900,Top 5 Unfunny,human
582,"You can knock off the heavy breathing back there, Gwendolyn. I know you're not pedaling.",Human,False,True,88,629,649,2205,Top 5 Unfunny,human
582,Got any ideas for the upcoming traffic circle?,Human,True,True,46,417,635,1806,Top 5 Unfunny,human
582,Your profile said you enjoy long bike rides.,Human,False,True,44,451,603,1688,Top 5 Unfunny,human
583,It says very clearly that there are penalties for early withdrawal.,Human,False,True,67,1178,1181,3967,Top 5 Unfunny,human
583,So much for the suggestion box being anonymous,Human,False,False,46,1523,1158,4442,Top 5 Unfunny,human
583,Let's see him check his phone during a meeting now.,Human,False,True,51,1212,992,3750,Top 5 Funny,human
583,"Don't worry, Ken's in stocks. You'll be working in bonds.",Human,False,True,57,1205,933,3567,Top 5 Funny,human
583,It says very clearly that there are penalties for early withdrawal.,Human,False,True,67,1178,1181,3967,Top 5 Funny,human
583,It was a very hostile takeover.,Human,False,True,31,1322,1181,4111,Top 5 Funny,human
583,So much for the suggestion box being anonymous,Human,False,False,46,1523,1158,4442,Top 5 Funny,human
583,"Yep, he's the one who hit ""reply all"".",Human,False,True,38,825,1258,3285,Top 5 Unfunny,human
583,It was a very hostile takeover.,Human,False,True,31,1322,1181,4111,Top 5 Unfunny,human
583,Ted's in stocks. You'll be working primarily with bonds.,Human,False,True,56,900,1262,3554,Top 5 Unfunny,human
584,The sperm bank class action lawsuit clients are here.,Human,False,True,53,2510,1538,5984,Top 5 Funny,human
584,"Sir, the President's Council on Women's Health has arrived.",Human,False,True,59,2324,1392,5307,Top 5 Funny,human
584,"On second thought, bring the name tags.",Human,False,True,39,2223,1115,5844,Top 5 Funny,human
584,"That's correct, sir. The door to accounting was left open and now they're loose.",Human,False,True,80,1707,1364,4844,Top 5 Funny,human
584,The sperm bank class action lawsuit clients are here.,Human,False,True,53,2510,1538,5984,Top 5 Unfunny,human
584,Describe him.,Human,False,True,13,1311,1512,4589,Top 5 Unfunny,human
584,Tell Jim to stop messing with the 3D printer.,Human,False,True,45,1604,1493,5194,Top 5 Unfunny,human
584,"Hold on, the Senate Committee on Women's Health is getting out.",Human,False,True,63,2554,1448,5762,Top 5 Funny,human
584,"Hold on, the Senate Committee on Women's Health is getting out.",Human,False,True,63,2554,1448,5762,Top 5 Unfunny,human
584,The diversity training seminar looks like it's wrapping up.,Human,False,True,59,1490,1469,4790,Top 5 Unfunny,human
585,"OK, your crumb tray is cleaned and the coffee is brewing. You have one left.",Human,False,True,76,966,1154,3714,Top 5 Funny,human
585,"Rub all you like, kid. All you're gonna get is toast.",Human,False,True,53,722,1410,3514,Top 5 Unfunny,human
585,"you have three wishes, as long as they're light, medium and dark..",Human,False,True,66,981,1337,3950,Top 5 Unfunny,human
585,"Make a different wish, your bagel is really stuck.",Human,False,True,50,515,1178,2652,Top 5 Unfunny,human
585,"OK, your crumb tray is cleaned and the coffee is brewing. You have one left.",Human,False,True,76,966,1154,3714,Top 5 Unfunny,human
585,It was the only way I could get into the country.,Human,False,True,49,883,1134,3061,Top 5 Unfunny,human
585,"Rub all you like, kid. All you're gonna get is toast.",Human,False,True,53,722,1410,3514,Top 5 Funny,human
585,"I went ahead and fixed the bagel setting, too. So with parts and labor, that actually comes out to two wishes.",Human,False,True,110,856,947,3231,Top 5 Funny,human
585,It was the only way I could get into the country.,Human,False,True,49,883,1134,3061,Top 5 Funny,human
585,"you have three wishes, as long as they're light, medium and dark..",Human,False,True,66,981,1337,3950,Top 5 Funny,human
586,Of course it looks alien to you. You've never used one.,Human,False,True,55,2575,1783,6685,Top 5 Unfunny,human
586,And they say life can't exist in a vacuum.,Human,False,True,42,1901,1595,5584,Top 5 Unfunny,human
586,Well this is going to suck.,Human,False,True,27,1024,1586,4158,Top 5 Unfunny,human
586,Eureka !,Human,False,True,8,1614,1756,4971,Top 5 Funny,human
586,"Left on Pennsylvania Avenue, big white house on the right. Can't miss it. Please hurry.",Human,False,True,87,1771,1474,4788,Top 5 Funny,human
586,And they say life can't exist in a vacuum.,Human,False,True,42,1901,1595,5584,Top 5 Funny,human
586,I have a feeling they are going to treat us like dirt.,Human,False,True,54,2164,1500,6112,Top 5 Funny,human
586,Eureka !,Human,False,True,8,1614,1756,4971,Top 5 Unfunny,human
586,We can only hope that they're coming for our leader.,Human,False,True,52,1596,1688,5097,Top 5 Unfunny,human
586,Of course it looks alien to you. You've never used one.,Human,False,True,55,2575,1783,6685,Top 5 Funny,human
587,Imagine the impact it will have.,Human,False,True,32,1055,1850,3727,Top 5 Funny,human
587,"I didn't get it at first either, then it hits you.",Human,False,True,50,665,980,2366,Top 5 Funny,human
587,I'd brake for her.,Human,False,True,18,590,929,2252,Top 5 Funny,human
587,I see myself in so much of his work.,Human,False,True,36,562,563,1933,Top 5 Funny,human
587,"This one is good, but I literally couldn't stop looking at the headlights exhibit.",Human,False,True,82,536,686,1816,Top 5 Funny,human
587,Imagine the impact it will have.,Human,False,True,32,1055,1850,3727,Top 5 Unfunny,human
587,"I didn't get it at first either, then it hits you.",Human,False,True,50,665,980,2366,Top 5 Unfunny,human
587,"The art is subtle, but then it hits you.",Human,False,True,40,334,934,1697,Top 5 Unfunny,human
587,I'd brake for her.,Human,False,True,18,590,929,2252,Top 5 Unfunny,human
587,"Whoever DOT is, I really like her work.",Human,False,True,39,533,862,2126,Top 5 Unfunny,human
588,"He's single, enjoys climbing and lives right next door.",Human,False,True,55,294,743,1636,Top 5 Unfunny,human
588,"My new neighbor? Someone pretty high up in the church, I think",Human,True,False,62,334,754,1695,Top 5 Unfunny,human
588,Like I would date a guy from Notre Dame.,Human,False,True,40,295,774,1514,Top 5 Unfunny,human
588,I don't have the heart to tell him I'm dating the Hunchback of Temple Beth Shalom.,Human,False,True,82,539,795,1904,Top 5 Unfunny,human
588,"Well, you know, it beats living next to Trump Tower.",Human,False,True,52,460,667,1675,Top 5 Funny,human
588,"Is he religious? Mom, he’s practically a fixture at the church next door.",Human,True,True,73,479,639,1828,Top 5 Funny,human
588,I don't have the heart to tell him I'm dating the Hunchback of Temple Beth Shalom.,Human,False,True,82,539,795,1904,Top 5 Funny,human
588,"Siri, how far can a hunchback jump?",Human,True,True,35,539,668,1799,Top 5 Funny,human
588,Did I tell you I found someone to watch the place while we're away?,Human,True,True,67,463,640,1820,Top 5 Funny,human
588,"Gotta go, Mom. The guy's here with the cathedral.",Human,False,True,49,280,706,1407,Top 5 Unfunny,human
589,It's a lot to digest.,Human,False,True,21,959,1570,3961,Top 5 Funny,human
589,"Please listen carefully, as some of our menu options have changed.",Human,False,True,66,888,1243,3344,Top 5 Funny,human
589,All we have left is the meatloaf.,Human,False,True,33,804,1304,3096,Top 5 Funny,human
589,Wait 'til you see the check.,Human,False,True,28,787,1025,2747,Top 5 Funny,human
589,Do you need a minute?,Human,True,True,21,733,992,2916,Top 5 Funny,human
589,It's a lot to digest.,Human,False,True,21,959,1570,3961,Top 5 Unfunny,human
589,All we have left is the meatloaf.,Human,False,True,33,804,1304,3096,Top 5 Unfunny,human
589,"Please listen carefully, as some of our menu options have changed.",Human,False,True,66,888,1243,3344,Top 5 Unfunny,human
589,"Your first time in Texas, sir?",Human,True,True,30,671,1212,2997,Top 5 Unfunny,human
589,I’m sorry. That’s not on the menu.,Human,False,True,34,520,1111,2499,Top 5 Unfunny,human
590,They'll never believe this in a million years!,Human,False,True,46,954,1925,4230,Top 5 Unfunny,human
590,I get he's an artist. It's the 'in residence' part I'm not comfortable with.,Human,False,True,76,1398,1963,5446,Top 5 Unfunny,human
590,"No one will believe this, not in a million years.",Human,False,True,49,1549,2058,5571,Top 5 Unfunny,human
590,"Sure he can draw, but can he do captions?",Human,True,True,41,1028,1977,4749,Top 5 Unfunny,human
590,It's a New Yorker cartoon. Just laugh and act like you get it.,Human,False,True,62,1489,2209,5203,Top 5 Unfunny,human
590,I get he's an artist. It's the 'in residence' part I'm not comfortable with.,Human,False,True,76,1398,1963,5446,Top 5 Funny,human
590,"Sure, drawing it is the easy part, it's the caption that's tough.",Human,False,True,65,1421,1697,4884,Top 5 Funny,human
590,"He did my summer cave in Lascaux, too.",Human,False,True,38,1485,1651,4909,Top 5 Funny,human
590,It's a New Yorker cartoon. Just laugh and act like you get it.,Human,False,True,62,1489,2209,5203,Top 5 Funny,human
590,"No one will believe this, not in a million years.",Human,False,True,49,1549,2058,5571,Top 5 Funny,human
591,Some of my patients find the loofah less threatening.,Human,False,True,53,2,0,562,Top 5 Funny,human
591,"My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...",Human,False,True,84,1,0,273,Top 5 Funny,human
591,I hope you don't mind. My couch is brand new.,Human,False,True,45,1,1,563,Top 5 Funny,human
591,It'll keep you Jung.,Human,False,True,20,0,0,645,Top 5 Funny,human
591,"Now, here is where the treatment becomes a bit... controversial.",Human,False,True,64,0,5020,5020,Top 5 Unfunny,human
591,The last person I treated stayed clean for 4 years.,Human,False,True,51,0,5011,5011,Top 5 Unfunny,human
591,I’m a marine psychologist.,Human,False,True,26,0,4950,4950,Top 5 Unfunny,human
591,"I prefer to call it hydrotherapy, not ""soaking my patients"".",Human,False,True,60,0,4939,4939,Top 5 Unfunny,human
591,Of course it's cold - you're my 4th patient today!,Human,False,True,50,0,4915,4915,Top 5 Unfunny,human
591,Immersion therapy washes away the guilt ... and exfoliates as it cleans.,Human,False,True,72,0,1,629,Top 5 Funny,human
592,I'm only in it for the bread.,Human,False,True,29,1,0,201,Top 5 Funny,human
592,The answer to number seven? I can’t even turn this thing on.,Human,True,True,60,2,0,273,Top 5 Funny,human
592,"Back to work birds, and enough with the wisequacks!",Human,False,True,51,2,0,280,Top 5 Funny,human
592,"Him? He's a pwoblem duck, stwessed out and weady to quack.",Human,True,True,58,2,0,289,Top 5 Funny,human
592,Do you ever want to wring your own neck?,Human,True,True,40,1,0,92,Top 5 Funny,human
592,"We're not getting Shakespeare, but about every three minutes we get a presidential tweet.",Human,False,True,89,0,6467,6467,Top 5 Unfunny,human
592,"Ever so subtly, Ed began to push his right wing agenda.",Human,False,True,55,0,6377,6377,Top 5 Unfunny,human
592,I'm pretty sure I said 'hackers'.,Human,False,True,33,0,6366,6366,Top 5 Unfunny,human
592,I am concerned that this project could go south really fast.,Human,False,True,60,0,6359,6359,Top 5 Unfunny,human
592,They want to know if they can work remotely during the winter,Human,False,False,61,0,6313,6313,Top 5 Unfunny,human
593,It's not so much what she said as how she said it.,Human,False,True,50,1077,873,3135,Top 5 Funny,human
593,"...oh, and there's a note from your mother.",Human,False,True,43,1031,993,3025,Top 5 Funny,human
593,"What I had actually said was ""Take a stab at it and get back to me""",Human,False,False,67,906,1040,3000,Top 5 Unfunny,human
593,I'd like to switch to paperless statements.,Human,False,True,43,781,1056,2711,Top 5 Unfunny,human
593,"Actually, I would like to shoot the messenger.",Human,False,True,46,1025,1080,3220,Top 5 Unfunny,human
593,"I'm sorry, but Emma and I won't be able to make it to your murder mystery party. Clever invitation, by the way.",Human,False,True,111,712,1049,2758,Top 5 Unfunny,human
593,‘Sharply worded’ would describe it.,Human,False,True,35,957,942,3117,Top 5 Funny,human
593,I'm pretty sure it's a final notice,Human,False,False,35,980,877,3027,Top 5 Funny,human
593,"Actually, I would like to shoot the messenger.",Human,False,True,46,1025,1080,3220,Top 5 Funny,human
593,She knows.,Human,False,True,10,784,1171,2855,Top 5 Unfunny,human
594,They've been in love since 1992. I know. Their initials are carved in my ass.,Human,False,True,77,641,1038,2530,Top 5 Funny,human
594,I remember them from last year. They must be perennials.,Human,False,True,56,844,1159,3013,Top 5 Funny,human
594,"Look, Kevin, we're in a Cialis commercial!",Human,False,True,42,490,917,2016,Top 5 Unfunny,human
594,"Honestly? He's like, ten rings too old for her.",Human,True,True,47,602,980,2532,Top 5 Unfunny,human
594,They've been in love since 1992. I know. Their initials are carved in my ass.,Human,False,True,77,641,1038,2530,Top 5 Unfunny,human
594,I remember them from last year. They must be perennials.,Human,False,True,56,844,1159,3013,Top 5 Unfunny,human
